RT,expName,currWordCategory,currWordNumber,currImageCategory,currImageNumber,pressedKeyNum,pressedKeyName,error,currTrial,fileName,sid,CongruentOrNot,trimData,outlier,
779.5728,Experiment4Metamer_ResponseGroup1.m,2,2,2,9,19,p,0,11,Data_3_1_20141021T122318.mat,11,1,779.5728,0,
893.9058,Experiment4Metamer_ResponseGroup1.m,2,2,2,17,19,p,0,12,Data_3_1_20141021T122318.mat,11,1,893.9058,0,
965.5233,Experiment4Metamer_ResponseGroup1.m,2,14,1,2,19,p,0,14,Data_3_1_20141021T122318.mat,11,2,965.5233,0,
640.649,Experiment4Metamer_ResponseGroup1.m,1,11,2,7,20,q,0,15,Data_3_1_20141021T122318.mat,11,2,640.649,0,
832.6778,Experiment4Metamer_ResponseGroup1.m,2,15,2,2,19,p,0,16,Data_3_1_20141021T122318.mat,11,1,832.6778,0,
910.1339,Experiment4Metamer_ResponseGroup1.m,2,18,2,6,19,p,0,17,Data_3_1_20141021T122318.mat,11,1,910.1339,0,
908.0587,Experiment4Metamer_ResponseGroup1.m,2,4,1,13,19,p,0,18,Data_3_1_20141021T122318.mat,11,2,908.0587,0,
1014.8767,Experiment4Metamer_ResponseGroup1.m,2,7,2,17,19,p,0,19,Data_3_1_20141021T122318.mat,11,1,1014.8767,0,
613.8103,Experiment4Metamer_ResponseGroup1.m,2,17,1,16,19,p,0,20,Data_3_1_20141021T122318.mat,11,2,613.8103,0,
1304.3953,Experiment4Metamer_ResponseGroup1.m,1,6,2,3,20,q,0,21,Data_3_1_20141021T122318.mat,11,2,1304.3953,0,
851.2219,Experiment4Metamer_ResponseGroup1.m,2,9,1,17,19,p,0,22,Data_3_1_20141021T122318.mat,11,2,851.2219,0,
738.9368,Experiment4Metamer_ResponseGroup1.m,2,16,1,17,19,p,0,23,Data_3_1_20141021T122318.mat,11,2,738.9368,0,
871.8016,Experiment4Metamer_ResponseGroup1.m,2,5,2,11,19,p,0,24,Data_3_1_20141021T122318.mat,11,1,871.8016,0,
