RT,expName,currWordCategory,currWordNumber,currImageCategory,currImageNumber,pressedKeyNum,pressedKeyName,error,currTrial,fileName,sid,CongruentOrNot,trimData,outlier,
768.4278,Experiment4Metamer_ResponseGroup2.m,2,18,1,14,20,q,0,11,Data_10_2_20141022T170408.mat,1,2,768.4278,0,
721.8028,Experiment4Metamer_ResponseGroup2.m,2,3,1,9,20,q,0,12,Data_10_2_20141022T170408.mat,1,2,721.8028,0,
778.2165,Experiment4Metamer_ResponseGroup2.m,2,1,2,16,20,q,0,13,Data_10_2_20141022T170408.mat,1,1,778.2165,0,
922.2548,Experiment4Metamer_ResponseGroup2.m,1,2,1,5,19,p,0,14,Data_10_2_20141022T170408.mat,1,1,922.2548,0,
843.1638,Experiment4Metamer_ResponseGroup2.m,1,8,1,2,19,p,0,16,Data_10_2_20141022T170408.mat,1,1,843.1638,0,
636.3555,Experiment4Metamer_ResponseGroup2.m,2,5,2,2,20,q,0,17,Data_10_2_20141022T170408.mat,1,1,636.3555,0,
920.6757,Experiment4Metamer_ResponseGroup2.m,2,17,2,1,20,q,0,18,Data_10_2_20141022T170408.mat,1,1,920.6757,0,
730.9821,Experiment4Metamer_ResponseGroup2.m,1,10,1,18,19,p,0,19,Data_10_2_20141022T170408.mat,1,1,730.9821,0,
765.6322,Experiment4Metamer_ResponseGroup2.m,2,3,2,16,20,q,0,20,Data_10_2_20141022T170408.mat,1,1,765.6322,0,
971.9785,Experiment4Metamer_ResponseGroup2.m,2,16,1,7,20,q,0,21,Data_10_2_20141022T170408.mat,1,2,971.9785,0,
529.6855,Experiment4Metamer_ResponseGroup2.m,1,19,1,15,19,p,0,22,Data_10_2_20141022T170408.mat,1,1,529.6855,0,
824.9975,Experiment4Metamer_ResponseGroup2.m,2,14,1,10,20,q,0,23,Data_10_2_20141022T170408.mat,1,2,824.9975,0,
877.4416,Experiment4Metamer_ResponseGroup2.m,1,5,1,18,19,p,0,24,Data_10_2_20141022T170408.mat,1,1,877.4416,0,
580.6482,Experiment4Metamer_ResponseGroup2.m,1,19,2,7,19,p,0,26,Data_10_2_20141022T170408.mat,1,2,580.6482,0,
750.9498,Experiment4Metamer_ResponseGroup2.m,1,1,2,20,19,p,0,27,Data_10_2_20141022T170408.mat,1,2,750.9498,0,
848.8475,Experiment4Metamer_ResponseGroup2.m,2,17,1,2,20,q,0,29,Data_10_2_20141022T170408.mat,1,2,848.8475,0,
1202.9441,Experiment4Metamer_ResponseGroup2.m,1,4,1,5,19,p,0,31,Data_10_2_20141022T170408.mat,1,1,1202.9441,0,
683.8206,Experiment4Metamer_ResponseGroup2.m,2,3,2,12,20,q,0,32,Data_10_2_20141022T170408.mat,1,1,683.8206,0,
952.9186,Experiment4Metamer_ResponseGroup2.m,1,4,2,15,19,p,0,34,Data_10_2_20141022T170408.mat,1,2,952.9186,0,
943.3384,Experiment4Metamer_ResponseGroup2.m,1,7,2,4,19,p,0,35,Data_10_2_20141022T170408.mat,1,2,943.3384,0,
769.8506,Experiment4Metamer_ResponseGroup2.m,2,5,2,10,20,q,0,36,Data_10_2_20141022T170408.mat,1,1,769.8506,0,
718.0456,Experiment4Metamer_ResponseGroup2.m,2,13,2,5,20,q,0,37,Data_10_2_20141022T170408.mat,1,1,718.0456,0,
753.5748,Experiment4Metamer_ResponseGroup2.m,2,15,1,13,20,q,0,38,Data_10_2_20141022T170408.mat,1,2,753.5748,0,
918.6649,Experiment4Metamer_ResponseGroup2.m,2,8,2,7,20,q,0,39,Data_10_2_20141022T170408.mat,1,1,918.6649,0,
843.5843,Experiment4Metamer_ResponseGroup2.m,1,17,2,13,19,p,0,40,Data_10_2_20141022T170408.mat,1,2,843.5843,0,
901.2327,Experiment4Metamer_ResponseGroup2.m,1,12,1,3,19,p,0,41,Data_10_2_20141022T170408.mat,1,1,901.2327,0,
795.0167,Experiment4Metamer_ResponseGroup2.m,2,18,1,14,20,q,0,42,Data_10_2_20141022T170408.mat,1,2,795.0167,0,
1019.4817,Experiment4Metamer_ResponseGroup2.m,1,14,2,8,19,p,0,43,Data_10_2_20141022T170408.mat,1,2,1019.4817,0,
609.8586,Experiment4Metamer_ResponseGroup2.m,1,19,2,9,19,p,0,44,Data_10_2_20141022T170408.mat,1,2,609.8586,0,
695.1322,Experiment4Metamer_ResponseGroup2.m,1,7,2,16,19,p,0,45,Data_10_2_20141022T170408.mat,1,2,695.1322,0,
962.3409,Experiment4Metamer_ResponseGroup2.m,1,20,2,18,19,p,0,46,Data_10_2_20141022T170408.mat,1,2,962.3409,0,
599.0465,Experiment4Metamer_ResponseGroup2.m,1,9,2,1,19,p,0,47,Data_10_2_20141022T170408.mat,1,2,599.0465,0,
755.2661,Experiment4Metamer_ResponseGroup2.m,1,8,2,9,19,p,0,48,Data_10_2_20141022T170408.mat,1,2,755.2661,0,
556.7714,Experiment4Metamer_ResponseGroup2.m,1,16,2,12,19,p,0,49,Data_10_2_20141022T170408.mat,1,2,556.7714,0,
629.58,Experiment4Metamer_ResponseGroup2.m,2,16,2,11,20,q,0,50,Data_10_2_20141022T170408.mat,1,1,629.58,0,
689.7696,Experiment4Metamer_ResponseGroup2.m,1,20,2,17,19,p,0,51,Data_10_2_20141022T170408.mat,1,2,689.7696,0,
812.0556,Experiment4Metamer_ResponseGroup2.m,2,9,1,8,20,q,0,52,Data_10_2_20141022T170408.mat,1,2,812.0556,0,
580.2296,Experiment4Metamer_ResponseGroup2.m,1,19,2,10,19,p,0,53,Data_10_2_20141022T170408.mat,1,2,580.2296,0,
723.6568,Experiment4Metamer_ResponseGroup2.m,1,14,2,7,19,p,0,54,Data_10_2_20141022T170408.mat,1,2,723.6568,0,
722.4887,Experiment4Metamer_ResponseGroup2.m,2,14,1,18,20,q,0,55,Data_10_2_20141022T170408.mat,1,2,722.4887,0,
558.7868,Experiment4Metamer_ResponseGroup2.m,2,14,2,6,20,q,0,56,Data_10_2_20141022T170408.mat,1,1,558.7868,0,
741.3758,Experiment4Metamer_ResponseGroup2.m,2,20,1,13,20,q,0,57,Data_10_2_20141022T170408.mat,1,2,741.3758,0,
915.2091,Experiment4Metamer_ResponseGroup2.m,2,11,1,8,20,q,0,58,Data_10_2_20141022T170408.mat,1,2,915.2091,0,
771.4968,Experiment4Metamer_ResponseGroup2.m,2,20,1,5,20,q,0,59,Data_10_2_20141022T170408.mat,1,2,771.4968,0,
714.8781,Experiment4Metamer_ResponseGroup2.m,2,5,2,8,20,q,0,60,Data_10_2_20141022T170408.mat,1,1,714.8781,0,
851.3038,Experiment4Metamer_ResponseGroup2.m,1,3,2,11,19,p,0,61,Data_10_2_20141022T170408.mat,1,2,851.3038,0,
889.2639,Experiment4Metamer_ResponseGroup2.m,2,8,1,6,20,q,0,62,Data_10_2_20141022T170408.mat,1,2,889.2639,0,
938.4072,Experiment4Metamer_ResponseGroup2.m,1,16,2,15,19,p,0,63,Data_10_2_20141022T170408.mat,1,2,938.4072,0,
670.7987,Experiment4Metamer_ResponseGroup2.m,2,20,1,18,20,q,0,64,Data_10_2_20141022T170408.mat,1,2,670.7987,0,
834.2469,Experiment4Metamer_ResponseGroup2.m,2,1,1,7,20,q,0,65,Data_10_2_20141022T170408.mat,1,2,834.2469,0,
745.4465,Experiment4Metamer_ResponseGroup2.m,2,10,1,6,20,q,0,66,Data_10_2_20141022T170408.mat,1,2,745.4465,0,
810.8534,Experiment4Metamer_ResponseGroup2.m,1,17,2,3,19,p,0,68,Data_10_2_20141022T170408.mat,1,2,810.8534,0,
660.5476,Experiment4Metamer_ResponseGroup2.m,2,5,2,2,20,q,0,69,Data_10_2_20141022T170408.mat,1,1,660.5476,0,
731.0137,Experiment4Metamer_ResponseGroup2.m,2,14,1,15,20,q,0,71,Data_10_2_20141022T170408.mat,1,2,731.0137,0,
716.9114,Experiment4Metamer_ResponseGroup2.m,2,8,2,19,20,q,0,72,Data_10_2_20141022T170408.mat,1,1,716.9114,0,
854.631,Experiment4Metamer_ResponseGroup2.m,2,13,1,13,20,q,0,73,Data_10_2_20141022T170408.mat,1,2,854.631,0,
657.3564,Experiment4Metamer_ResponseGroup2.m,1,18,2,15,19,p,0,74,Data_10_2_20141022T170408.mat,1,2,657.3564,0,
1061.9989,Experiment4Metamer_ResponseGroup2.m,1,13,2,20,19,p,0,75,Data_10_2_20141022T170408.mat,1,2,1061.9989,0,
1106.3012,Experiment4Metamer_ResponseGroup2.m,1,20,2,12,19,p,0,76,Data_10_2_20141022T170408.mat,1,2,1106.3012,0,
630.5567,Experiment4Metamer_ResponseGroup2.m,2,16,2,13,20,q,0,77,Data_10_2_20141022T170408.mat,1,1,630.5567,0,
722.52,Experiment4Metamer_ResponseGroup2.m,2,18,1,10,20,q,0,78,Data_10_2_20141022T170408.mat,1,2,722.52,0,
526.5864,Experiment4Metamer_ResponseGroup2.m,2,16,2,8,20,q,0,79,Data_10_2_20141022T170408.mat,1,1,526.5864,0,
611.1192,Experiment4Metamer_ResponseGroup2.m,2,1,2,15,20,q,0,80,Data_10_2_20141022T170408.mat,1,1,611.1192,0,
