RT,expName,currWordCategory,currWordNumber,currImageCategory,currImageNumber,pressedKeyNum,pressedKeyName,error,currTrial,fileName,sid,CongruentOrNot,trimData,outlier,
947.9068,Experiment4Metamer_ResponseGroup1.m,1,2,2,13,20,q,0,11,Data_1_1_20141021T100902.mat,9,2,947.9068,0,
709.1676,Experiment4Metamer_ResponseGroup1.m,2,17,2,13,19,p,0,12,Data_1_1_20141021T100902.mat,9,1,709.1676,0,
853.6455,Experiment4Metamer_ResponseGroup1.m,2,14,2,11,19,p,0,13,Data_1_1_20141021T100902.mat,9,1,853.6455,0,
810.538,Experiment4Metamer_ResponseGroup1.m,2,6,2,12,19,p,0,14,Data_1_1_20141021T100902.mat,9,1,810.538,0,
873.7671,Experiment4Metamer_ResponseGroup1.m,1,10,1,4,20,q,0,16,Data_1_1_20141021T100902.mat,9,1,873.7671,0,
609.0289,Experiment4Metamer_ResponseGroup1.m,1,2,1,4,20,q,0,17,Data_1_1_20141021T100902.mat,9,1,609.0289,0,
706.6823,Experiment4Metamer_ResponseGroup1.m,2,3,2,19,19,p,0,18,Data_1_1_20141021T100902.mat,9,1,706.6823,0,
728.9426,Experiment4Metamer_ResponseGroup1.m,2,12,1,19,19,p,0,19,Data_1_1_20141021T100902.mat,9,2,728.9426,0,
847.3821,Experiment4Metamer_ResponseGroup1.m,1,8,2,14,20,q,0,21,Data_1_1_20141021T100902.mat,9,2,847.3821,0,
606.475,Experiment4Metamer_ResponseGroup1.m,2,12,2,1,19,p,0,22,Data_1_1_20141021T100902.mat,9,1,606.475,0,
898.9926,Experiment4Metamer_ResponseGroup1.m,1,3,2,11,20,q,0,23,Data_1_1_20141021T100902.mat,9,2,898.9926,0,
623.2076,Experiment4Metamer_ResponseGroup1.m,2,3,1,8,19,p,0,24,Data_1_1_20141021T100902.mat,9,2,623.2076,0,
845.6698,Experiment4Metamer_ResponseGroup1.m,1,9,1,11,20,q,0,25,Data_1_1_20141021T100902.mat,9,1,845.6698,0,
935.4794,Experiment4Metamer_ResponseGroup1.m,2,8,1,10,19,p,0,27,Data_1_1_20141021T100902.mat,9,2,935.4794,0,
705.4948,Experiment4Metamer_ResponseGroup1.m,1,13,1,6,20,q,0,28,Data_1_1_20141021T100902.mat,9,1,705.4948,0,
575.8635,Experiment4Metamer_ResponseGroup1.m,2,3,2,15,19,p,0,29,Data_1_1_20141021T100902.mat,9,1,575.8635,0,
839.2349,Experiment4Metamer_ResponseGroup1.m,1,11,2,6,20,q,0,30,Data_1_1_20141021T100902.mat,9,2,839.2349,0,
613.5581,Experiment4Metamer_ResponseGroup1.m,2,3,2,16,19,p,0,31,Data_1_1_20141021T100902.mat,9,1,613.5581,0,
593.937,Experiment4Metamer_ResponseGroup1.m,2,6,1,4,19,p,0,32,Data_1_1_20141021T100902.mat,9,2,593.937,0,
767.216,Experiment4Metamer_ResponseGroup1.m,1,2,1,17,20,q,0,33,Data_1_1_20141021T100902.mat,9,1,767.216,0,
683.0412,Experiment4Metamer_ResponseGroup1.m,1,13,1,9,20,q,0,34,Data_1_1_20141021T100902.mat,9,1,683.0412,0,
816.8186,Experiment4Metamer_ResponseGroup1.m,2,14,2,18,19,p,0,35,Data_1_1_20141021T100902.mat,9,1,816.8186,0,
