RT,expName,currWordCategory,currWordNumber,currImageCategory,currImageNumber,pressedKeyNum,pressedKeyName,error,currTrial,fileName,sid,CongruentOrNot,trimData,outlier,
677.2416,Experiment4Metamer_ResponseGroup2.m,1,2,2,13,19,p,0,11,Data_18_2_20141028T100727.mat,8,2,677.2416,0,
525.6129,Experiment4Metamer_ResponseGroup2.m,2,17,2,13,20,q,0,12,Data_18_2_20141028T100727.mat,8,1,525.6129,0,
848.9496,Experiment4Metamer_ResponseGroup2.m,2,6,2,12,20,q,0,14,Data_18_2_20141028T100727.mat,8,1,848.9496,0,
546.7713,Experiment4Metamer_ResponseGroup2.m,2,7,2,5,20,q,0,15,Data_18_2_20141028T100727.mat,8,1,546.7713,0,
825.665,Experiment4Metamer_ResponseGroup2.m,1,10,1,4,19,p,0,16,Data_18_2_20141028T100727.mat,8,1,825.665,0,
592.6119,Experiment4Metamer_ResponseGroup2.m,1,2,1,4,19,p,0,17,Data_18_2_20141028T100727.mat,8,1,592.6119,0,
783.5184,Experiment4Metamer_ResponseGroup2.m,2,3,2,19,20,q,0,18,Data_18_2_20141028T100727.mat,8,1,783.5184,0,
996.6563,Experiment4Metamer_ResponseGroup2.m,2,12,1,19,20,q,0,19,Data_18_2_20141028T100727.mat,8,2,996.6563,0,
727.6962,Experiment4Metamer_ResponseGroup2.m,2,2,1,19,20,q,0,20,Data_18_2_20141028T100727.mat,8,2,727.6962,0,
914.9967,Experiment4Metamer_ResponseGroup2.m,1,8,2,14,19,p,0,21,Data_18_2_20141028T100727.mat,8,2,914.9967,0,
677.4119,Experiment4Metamer_ResponseGroup2.m,2,12,2,1,20,q,0,22,Data_18_2_20141028T100727.mat,8,1,677.4119,0,
732.1542,Experiment4Metamer_ResponseGroup2.m,2,3,1,8,20,q,0,24,Data_18_2_20141028T100727.mat,8,2,732.1542,0,
790.8321,Experiment4Metamer_ResponseGroup2.m,1,9,1,11,19,p,0,25,Data_18_2_20141028T100727.mat,8,1,790.8321,0,
570.1008,Experiment4Metamer_ResponseGroup2.m,2,19,2,2,20,q,0,26,Data_18_2_20141028T100727.mat,8,1,570.1008,0,
928.9233,Experiment4Metamer_ResponseGroup2.m,2,8,1,10,20,q,0,27,Data_18_2_20141028T100727.mat,8,2,928.9233,0,
785.6778,Experiment4Metamer_ResponseGroup2.m,1,13,1,6,19,p,0,28,Data_18_2_20141028T100727.mat,8,1,785.6778,0,
601.4966,Experiment4Metamer_ResponseGroup2.m,2,3,2,15,20,q,0,29,Data_18_2_20141028T100727.mat,8,1,601.4966,0,
706.8135,Experiment4Metamer_ResponseGroup2.m,1,11,2,6,19,p,0,30,Data_18_2_20141028T100727.mat,8,2,706.8135,0,
611.1838,Experiment4Metamer_ResponseGroup2.m,2,3,2,16,20,q,0,31,Data_18_2_20141028T100727.mat,8,1,611.1838,0,
631.0159,Experiment4Metamer_ResponseGroup2.m,2,6,1,4,20,q,0,32,Data_18_2_20141028T100727.mat,8,2,631.0159,0,
529.8273,Experiment4Metamer_ResponseGroup2.m,1,2,1,17,19,p,0,33,Data_18_2_20141028T100727.mat,8,1,529.8273,0,
625.3946,Experiment4Metamer_ResponseGroup2.m,1,13,1,9,19,p,0,34,Data_18_2_20141028T100727.mat,8,1,625.3946,0,
781.6317,Experiment4Metamer_ResponseGroup2.m,2,14,2,18,20,q,0,35,Data_18_2_20141028T100727.mat,8,1,781.6317,0,
597.039,Experiment4Metamer_ResponseGroup2.m,2,8,1,6,20,q,0,36,Data_18_2_20141028T100727.mat,8,2,597.039,0,
661.1922,Experiment4Metamer_ResponseGroup2.m,2,6,2,3,20,q,0,37,Data_18_2_20141028T100727.mat,8,1,661.1922,0,
792.3539,Experiment4Metamer_ResponseGroup2.m,2,10,2,10,20,q,0,38,Data_18_2_20141028T100727.mat,8,1,792.3539,0,
655.4734,Experiment4Metamer_ResponseGroup2.m,1,9,2,16,19,p,0,39,Data_18_2_20141028T100727.mat,8,2,655.4734,0,
839.1199,Experiment4Metamer_ResponseGroup2.m,1,15,1,2,19,p,0,41,Data_18_2_20141028T100727.mat,8,1,839.1199,0,
943.3633,Experiment4Metamer_ResponseGroup2.m,2,2,1,10,20,q,0,42,Data_18_2_20141028T100727.mat,8,2,943.3633,0,
876.2791,Experiment4Metamer_ResponseGroup2.m,2,11,2,10,20,q,0,43,Data_18_2_20141028T100727.mat,8,1,876.2791,0,
690.0176,Experiment4Metamer_ResponseGroup2.m,1,1,2,3,19,p,0,44,Data_18_2_20141028T100727.mat,8,2,690.0176,0,
647.1861,Experiment4Metamer_ResponseGroup2.m,2,11,2,16,20,q,0,45,Data_18_2_20141028T100727.mat,8,1,647.1861,0,
565.2667,Experiment4Metamer_ResponseGroup2.m,2,19,2,3,20,q,0,46,Data_18_2_20141028T100727.mat,8,1,565.2667,0,
722.9408,Experiment4Metamer_ResponseGroup2.m,1,12,2,17,19,p,0,47,Data_18_2_20141028T100727.mat,8,2,722.9408,0,
661.1101,Experiment4Metamer_ResponseGroup2.m,2,16,2,10,20,q,0,48,Data_18_2_20141028T100727.mat,8,1,661.1101,0,
813.5915,Experiment4Metamer_ResponseGroup2.m,1,17,1,8,19,p,0,49,Data_18_2_20141028T100727.mat,8,1,813.5915,0,
834.2753,Experiment4Metamer_ResponseGroup2.m,2,13,2,20,20,q,0,50,Data_18_2_20141028T100727.mat,8,1,834.2753,0,
613.7729,Experiment4Metamer_ResponseGroup2.m,1,8,2,17,19,p,0,51,Data_18_2_20141028T100727.mat,8,2,613.7729,0,
666.2152,Experiment4Metamer_ResponseGroup2.m,2,3,2,8,20,q,0,52,Data_18_2_20141028T100727.mat,8,1,666.2152,0,
666.7384,Experiment4Metamer_ResponseGroup2.m,2,17,2,12,20,q,0,53,Data_18_2_20141028T100727.mat,8,1,666.7384,0,
552.2377,Experiment4Metamer_ResponseGroup2.m,2,1,2,6,20,q,0,56,Data_18_2_20141028T100727.mat,8,1,552.2377,0,
785.273,Experiment4Metamer_ResponseGroup2.m,2,13,2,19,20,q,0,57,Data_18_2_20141028T100727.mat,8,1,785.273,0,
700.0622,Experiment4Metamer_ResponseGroup2.m,2,5,1,13,20,q,0,58,Data_18_2_20141028T100727.mat,8,2,700.0622,0,
853.3768,Experiment4Metamer_ResponseGroup2.m,1,16,1,2,19,p,0,60,Data_18_2_20141028T100727.mat,8,1,853.3768,0,
