RT,expName,currWordCategory,currWordNumber,currImageCategory,currImageNumber,pressedKeyNum,pressedKeyName,error,currTrial,fileName,sid,CongruentOrNot,errorCount,trimData,outlier,
798.0495,Experiment4Metamer_ResponseGroup2.m,2,5,1,2,20,q,0,11,Data_2_2_20141021T110351.mat,7,2,0,798.0495,0,
719.2919,Experiment4Metamer_ResponseGroup2.m,1,20,2,5,19,p,0,12,Data_2_2_20141021T110351.mat,7,2,0,719.2919,0,
707.8346,Experiment4Metamer_ResponseGroup2.m,2,11,1,17,20,q,0,13,Data_2_2_20141021T110351.mat,7,2,0,707.8346,0,
704.7546,Experiment4Metamer_ResponseGroup2.m,1,10,2,6,19,p,0,14,Data_2_2_20141021T110351.mat,7,2,0,704.7546,0,
854.5282,Experiment4Metamer_ResponseGroup2.m,1,11,2,9,19,p,0,15,Data_2_2_20141021T110351.mat,7,2,0,854.5282,0,
664.4426,Experiment4Metamer_ResponseGroup2.m,2,15,2,7,20,q,0,16,Data_2_2_20141021T110351.mat,7,1,0,664.4426,0,
633.3286,Experiment4Metamer_ResponseGroup2.m,2,7,2,5,20,q,0,17,Data_2_2_20141021T110351.mat,7,1,0,633.3286,0,
697.9509,Experiment4Metamer_ResponseGroup2.m,1,9,1,3,19,p,0,18,Data_2_2_20141021T110351.mat,7,1,0,697.9509,0,
595.1183,Experiment4Metamer_ResponseGroup2.m,2,19,2,7,20,q,0,19,Data_2_2_20141021T110351.mat,7,1,0,595.1183,0,
633.9477,Experiment4Metamer_ResponseGroup2.m,1,8,1,17,19,p,0,20,Data_2_2_20141021T110351.mat,7,1,0,633.9477,0,
580.948,Experiment4Metamer_ResponseGroup2.m,1,10,1,12,19,p,0,22,Data_2_2_20141021T110351.mat,7,1,0,580.948,0,
650.8391,Experiment4Metamer_ResponseGroup2.m,1,14,1,2,19,p,0,23,Data_2_2_20141021T110351.mat,7,1,0,650.8391,0,
820.1929,Experiment4Metamer_ResponseGroup2.m,1,1,2,6,19,p,0,25,Data_2_2_20141021T110351.mat,7,2,0,820.1929,0,
758.9594,Experiment4Metamer_ResponseGroup2.m,2,4,1,4,20,q,0,26,Data_2_2_20141021T110351.mat,7,2,0,758.9594,0,
755.6349,Experiment4Metamer_ResponseGroup2.m,1,12,1,1,19,p,0,27,Data_2_2_20141021T110351.mat,7,1,0,755.6349,0,
900.792,Experiment4Metamer_ResponseGroup2.m,1,4,1,7,19,p,0,28,Data_2_2_20141021T110351.mat,7,1,0,900.792,0,
919.9014,Experiment4Metamer_ResponseGroup2.m,2,6,1,16,20,q,0,29,Data_2_2_20141021T110351.mat,7,2,0,919.9014,0,
707.1818,Experiment4Metamer_ResponseGroup2.m,2,4,1,6,20,q,0,30,Data_2_2_20141021T110351.mat,7,2,0,707.1818,0,
696.3122,Experiment4Metamer_ResponseGroup2.m,1,11,2,5,19,p,0,32,Data_2_2_20141021T110351.mat,7,2,0,696.3122,0,
869.3634,Experiment4Metamer_ResponseGroup2.m,2,2,1,16,20,q,0,33,Data_2_2_20141021T110351.mat,7,2,0,869.3634,0,
753.4643,Experiment4Metamer_ResponseGroup2.m,2,12,1,2,20,q,0,34,Data_2_2_20141021T110351.mat,7,2,0,753.4643,0,
741.3225,Experiment4Metamer_ResponseGroup2.m,2,11,2,5,20,q,0,35,Data_2_2_20141021T110351.mat,7,1,0,741.3225,0,
762.1495,Experiment4Metamer_ResponseGroup2.m,2,8,2,19,20,q,0,36,Data_2_2_20141021T110351.mat,7,1,0,762.1495,0,
558.4213,Experiment4Metamer_ResponseGroup2.m,2,2,1,10,20,q,0,37,Data_2_2_20141021T110351.mat,7,2,0,558.4213,0,
817.662,Experiment4Metamer_ResponseGroup2.m,2,16,2,8,20,q,0,38,Data_2_2_20141021T110351.mat,7,1,0,817.662,0,
690.141,Experiment4Metamer_ResponseGroup2.m,1,15,2,9,19,p,0,39,Data_2_2_20141021T110351.mat,7,2,0,690.141,0,
