RT,expName,currWordCategory,currWordNumber,currImageCategory,currImageNumber,pressedKeyNum,pressedKeyName,error,currTrial,fileName,sid,CongruentOrNot,trimData,outlier,
1077.6697,Experiment4Metamer_ResponseGroup1.m,2,2,2,9,19,p,0,11,Data_13_1_20141023T125851.mat,4,1,1077.6697,0,
791.1311,Experiment4Metamer_ResponseGroup1.m,2,2,2,17,19,p,0,12,Data_13_1_20141023T125851.mat,4,1,791.1311,0,
845.5693,Experiment4Metamer_ResponseGroup1.m,1,5,2,10,20,q,0,13,Data_13_1_20141023T125851.mat,4,2,845.5693,0,
806.3512,Experiment4Metamer_ResponseGroup1.m,2,14,1,2,19,p,0,14,Data_13_1_20141023T125851.mat,4,2,806.3512,0,
868.3822,Experiment4Metamer_ResponseGroup1.m,1,11,2,7,20,q,0,15,Data_13_1_20141023T125851.mat,4,2,868.3822,0,
1106.2095,Experiment4Metamer_ResponseGroup1.m,2,15,2,2,19,p,0,16,Data_13_1_20141023T125851.mat,4,1,1106.2095,0,
864.6986,Experiment4Metamer_ResponseGroup1.m,2,18,2,6,19,p,0,17,Data_13_1_20141023T125851.mat,4,1,864.6986,0,
908.1877,Experiment4Metamer_ResponseGroup1.m,2,4,1,13,19,p,0,18,Data_13_1_20141023T125851.mat,4,2,908.1877,0,
968.7904,Experiment4Metamer_ResponseGroup1.m,2,17,1,16,19,p,0,20,Data_13_1_20141023T125851.mat,4,2,968.7904,0,
929.2798,Experiment4Metamer_ResponseGroup1.m,1,6,2,3,20,q,0,21,Data_13_1_20141023T125851.mat,4,2,929.2798,0,
876.6768,Experiment4Metamer_ResponseGroup1.m,2,9,1,17,19,p,0,22,Data_13_1_20141023T125851.mat,4,2,876.6768,0,
1097.9858,Experiment4Metamer_ResponseGroup1.m,2,16,1,17,19,p,0,23,Data_13_1_20141023T125851.mat,4,2,1097.9858,0,
1079.9412,Experiment4Metamer_ResponseGroup1.m,2,5,2,11,19,p,0,24,Data_13_1_20141023T125851.mat,4,1,1079.9412,0,
827.5453,Experiment4Metamer_ResponseGroup1.m,1,4,2,3,20,q,0,25,Data_13_1_20141023T125851.mat,4,2,827.5453,0,
834.0059,Experiment4Metamer_ResponseGroup1.m,2,3,2,6,19,p,0,26,Data_13_1_20141023T125851.mat,4,1,834.0059,0,
1107.7171,Experiment4Metamer_ResponseGroup1.m,1,6,2,2,20,q,0,27,Data_13_1_20141023T125851.mat,4,2,1107.7171,0,
901.7996,Experiment4Metamer_ResponseGroup1.m,2,7,1,9,19,p,0,28,Data_13_1_20141023T125851.mat,4,2,901.7996,0,
855.2282,Experiment4Metamer_ResponseGroup1.m,1,2,2,10,20,q,0,29,Data_13_1_20141023T125851.mat,4,2,855.2282,0,
757.7153,Experiment4Metamer_ResponseGroup1.m,2,3,2,16,19,p,0,30,Data_13_1_20141023T125851.mat,4,1,757.7153,0,
771.7251,Experiment4Metamer_ResponseGroup1.m,1,17,2,8,20,q,0,31,Data_13_1_20141023T125851.mat,4,2,771.7251,0,
811.0032,Experiment4Metamer_ResponseGroup1.m,2,14,2,15,19,p,0,33,Data_13_1_20141023T125851.mat,4,1,811.0032,0,
579.0011,Experiment4Metamer_ResponseGroup1.m,1,3,2,12,20,q,0,34,Data_13_1_20141023T125851.mat,4,2,579.0011,0,
1181.4134,Experiment4Metamer_ResponseGroup1.m,1,10,2,18,20,q,0,35,Data_13_1_20141023T125851.mat,4,2,1181.4134,0,
638.6919,Experiment4Metamer_ResponseGroup1.m,2,3,2,13,19,p,0,36,Data_13_1_20141023T125851.mat,4,1,638.6919,0,
778.3468,Experiment4Metamer_ResponseGroup1.m,2,11,2,7,19,p,0,37,Data_13_1_20141023T125851.mat,4,1,778.3468,0,
533.134,Experiment4Metamer_ResponseGroup1.m,2,8,1,13,19,p,0,38,Data_13_1_20141023T125851.mat,4,2,533.134,0,
839.9141,Experiment4Metamer_ResponseGroup1.m,1,2,2,12,20,q,0,40,Data_13_1_20141023T125851.mat,4,2,839.9141,0,
958.4434,Experiment4Metamer_ResponseGroup1.m,1,8,2,9,20,q,0,41,Data_13_1_20141023T125851.mat,4,2,958.4434,0,
898.1102,Experiment4Metamer_ResponseGroup1.m,2,4,2,2,19,p,0,42,Data_13_1_20141023T125851.mat,4,1,898.1102,0,
761.1637,Experiment4Metamer_ResponseGroup1.m,2,7,2,11,19,p,0,44,Data_13_1_20141023T125851.mat,4,1,761.1637,0,
877.2024,Experiment4Metamer_ResponseGroup1.m,1,9,2,17,20,q,0,45,Data_13_1_20141023T125851.mat,4,2,877.2024,0,
762.6223,Experiment4Metamer_ResponseGroup1.m,1,5,1,18,20,q,0,46,Data_13_1_20141023T125851.mat,4,1,762.6223,0,
882.3679,Experiment4Metamer_ResponseGroup1.m,2,12,1,6,19,p,0,47,Data_13_1_20141023T125851.mat,4,2,882.3679,0,
820.8357,Experiment4Metamer_ResponseGroup1.m,2,3,1,6,19,p,0,48,Data_13_1_20141023T125851.mat,4,2,820.8357,0,
887.0191,Experiment4Metamer_ResponseGroup1.m,2,13,2,6,19,p,0,50,Data_13_1_20141023T125851.mat,4,1,887.0191,0,
839.0803,Experiment4Metamer_ResponseGroup1.m,2,8,1,17,19,p,0,51,Data_13_1_20141023T125851.mat,4,2,839.0803,0,
697.7159,Experiment4Metamer_ResponseGroup1.m,2,6,1,10,19,p,0,52,Data_13_1_20141023T125851.mat,4,2,697.7159,0,
1015.2185,Experiment4Metamer_ResponseGroup1.m,2,17,1,18,19,p,0,53,Data_13_1_20141023T125851.mat,4,2,1015.2185,0,
875.5559,Experiment4Metamer_ResponseGroup1.m,2,5,1,14,19,p,0,54,Data_13_1_20141023T125851.mat,4,2,875.5559,0,
936.6658,Experiment4Metamer_ResponseGroup1.m,2,19,2,6,19,p,0,55,Data_13_1_20141023T125851.mat,4,1,936.6658,0,
745.6457,Experiment4Metamer_ResponseGroup1.m,2,11,2,10,19,p,0,56,Data_13_1_20141023T125851.mat,4,1,745.6457,0,
651.3825,Experiment4Metamer_ResponseGroup1.m,1,13,1,16,20,q,0,57,Data_13_1_20141023T125851.mat,4,1,651.3825,0,
542.1594,Experiment4Metamer_ResponseGroup1.m,1,9,1,12,20,q,0,58,Data_13_1_20141023T125851.mat,4,1,542.1594,0,
695.2246,Experiment4Metamer_ResponseGroup1.m,2,9,2,1,19,p,0,59,Data_13_1_20141023T125851.mat,4,1,695.2246,0,
