RT,expName,currWordCategory,currWordNumber,currImageCategory,currImageNumber,pressedKeyNum,pressedKeyName,error,currTrial,fileName,sid,CongruentOrNot,trimData,outlier,
895.9078,Experiment4Metamer_ResponseGroup1.m,2,17,2,13,19,p,0,12,Data_15_1_20141024T123422.mat,6,1,895.9078,0,
968.1915,Experiment4Metamer_ResponseGroup1.m,2,14,2,11,19,p,0,13,Data_15_1_20141024T123422.mat,6,1,968.1915,0,
911.8293,Experiment4Metamer_ResponseGroup1.m,2,7,2,5,19,p,0,15,Data_15_1_20141024T123422.mat,6,1,911.8293,0,
648.919,Experiment4Metamer_ResponseGroup1.m,1,10,1,4,20,q,0,16,Data_15_1_20141024T123422.mat,6,1,648.919,0,
524.9735,Experiment4Metamer_ResponseGroup1.m,1,2,1,4,20,q,0,17,Data_15_1_20141024T123422.mat,6,1,524.9735,0,
726.2478,Experiment4Metamer_ResponseGroup1.m,2,3,2,19,19,p,0,18,Data_15_1_20141024T123422.mat,6,1,726.2478,0,
730.559,Experiment4Metamer_ResponseGroup1.m,2,12,1,19,19,p,0,19,Data_15_1_20141024T123422.mat,6,2,730.559,0,
849.2244,Experiment4Metamer_ResponseGroup1.m,2,2,1,19,19,p,0,20,Data_15_1_20141024T123422.mat,6,2,849.2244,0,
704.7064,Experiment4Metamer_ResponseGroup1.m,2,12,2,1,19,p,0,22,Data_15_1_20141024T123422.mat,6,1,704.7064,0,
740.3812,Experiment4Metamer_ResponseGroup1.m,1,3,2,11,20,q,0,23,Data_15_1_20141024T123422.mat,6,2,740.3812,0,
733.907,Experiment4Metamer_ResponseGroup1.m,2,3,1,8,19,p,0,24,Data_15_1_20141024T123422.mat,6,2,733.907,0,
737.3697,Experiment4Metamer_ResponseGroup1.m,2,19,2,2,19,p,0,26,Data_15_1_20141024T123422.mat,6,1,737.3697,0,
926.4814,Experiment4Metamer_ResponseGroup1.m,2,8,1,10,19,p,0,27,Data_15_1_20141024T123422.mat,6,2,926.4814,0,
