RT,expName,currWordCategory,currWordNumber,currImageCategory,currImageNumber,pressedKeyNum,pressedKeyName,error,currTrial,fileName,sid,CongruentOrNot,trimData,outlier,
886.285,Experiment4Metamer_ResponseGroup2.m,2,5,1,2,20,q,0,11,Data_12_2_20141023T120418.mat,3,2,886.285,0,
815.8057,Experiment4Metamer_ResponseGroup2.m,1,20,2,5,19,p,0,12,Data_12_2_20141023T120418.mat,3,2,815.8057,0,
972.2252,Experiment4Metamer_ResponseGroup2.m,2,11,1,17,20,q,0,13,Data_12_2_20141023T120418.mat,3,2,972.2252,0,
894.7369,Experiment4Metamer_ResponseGroup2.m,1,10,2,6,19,p,0,14,Data_12_2_20141023T120418.mat,3,2,894.7369,0,
710.0735,Experiment4Metamer_ResponseGroup2.m,1,11,2,9,19,p,0,15,Data_12_2_20141023T120418.mat,3,2,710.0735,0,
809.1091,Experiment4Metamer_ResponseGroup2.m,2,15,2,7,20,q,0,16,Data_12_2_20141023T120418.mat,3,1,809.1091,0,
676.0945,Experiment4Metamer_ResponseGroup2.m,2,7,2,5,20,q,0,17,Data_12_2_20141023T120418.mat,3,1,676.0945,0,
817.6685,Experiment4Metamer_ResponseGroup2.m,1,9,1,3,19,p,0,18,Data_12_2_20141023T120418.mat,3,1,817.6685,0,
836.9726,Experiment4Metamer_ResponseGroup2.m,2,19,2,7,20,q,0,19,Data_12_2_20141023T120418.mat,3,1,836.9726,0,
748.6107,Experiment4Metamer_ResponseGroup2.m,2,8,1,20,20,q,0,21,Data_12_2_20141023T120418.mat,3,2,748.6107,0,
559.2444,Experiment4Metamer_ResponseGroup2.m,1,10,1,12,19,p,0,22,Data_12_2_20141023T120418.mat,3,1,559.2444,0,
742.1747,Experiment4Metamer_ResponseGroup2.m,1,1,2,6,19,p,0,25,Data_12_2_20141023T120418.mat,3,2,742.1747,0,
718.1592,Experiment4Metamer_ResponseGroup2.m,1,12,1,1,19,p,0,27,Data_12_2_20141023T120418.mat,3,1,718.1592,0,
763.3403,Experiment4Metamer_ResponseGroup2.m,1,4,1,7,19,p,0,28,Data_12_2_20141023T120418.mat,3,1,763.3403,0,
761.3348,Experiment4Metamer_ResponseGroup2.m,2,4,1,6,20,q,0,30,Data_12_2_20141023T120418.mat,3,2,761.3348,0,
1010.1222,Experiment4Metamer_ResponseGroup2.m,2,20,1,10,20,q,0,31,Data_12_2_20141023T120418.mat,3,2,1010.1222,0,
667.42,Experiment4Metamer_ResponseGroup2.m,1,11,2,5,19,p,0,32,Data_12_2_20141023T120418.mat,3,2,667.42,0,
786.9507,Experiment4Metamer_ResponseGroup2.m,2,2,1,16,20,q,0,33,Data_12_2_20141023T120418.mat,3,2,786.9507,0,
979.222,Experiment4Metamer_ResponseGroup2.m,2,12,1,2,20,q,0,34,Data_12_2_20141023T120418.mat,3,2,979.222,0,
698.4356,Experiment4Metamer_ResponseGroup2.m,2,11,2,5,20,q,0,35,Data_12_2_20141023T120418.mat,3,1,698.4356,0,
725.8908,Experiment4Metamer_ResponseGroup2.m,2,8,2,19,20,q,0,36,Data_12_2_20141023T120418.mat,3,1,725.8908,0,
679.1373,Experiment4Metamer_ResponseGroup2.m,2,2,1,10,20,q,0,37,Data_12_2_20141023T120418.mat,3,2,679.1373,0,
684.8809,Experiment4Metamer_ResponseGroup2.m,1,19,1,6,19,p,0,40,Data_12_2_20141023T120418.mat,3,1,684.8809,0,
694.792,Experiment4Metamer_ResponseGroup2.m,1,13,1,5,19,p,0,41,Data_12_2_20141023T120418.mat,3,1,694.792,0,
732.6183,Experiment4Metamer_ResponseGroup2.m,1,13,1,6,19,p,0,42,Data_12_2_20141023T120418.mat,3,1,732.6183,0,
846.0581,Experiment4Metamer_ResponseGroup2.m,2,15,2,14,20,q,0,43,Data_12_2_20141023T120418.mat,3,1,846.0581,0,
937.0569,Experiment4Metamer_ResponseGroup2.m,2,18,2,19,20,q,0,44,Data_12_2_20141023T120418.mat,3,1,937.0569,0,
640.264,Experiment4Metamer_ResponseGroup2.m,1,20,1,7,19,p,0,45,Data_12_2_20141023T120418.mat,3,1,640.264,0,
807.277,Experiment4Metamer_ResponseGroup2.m,1,13,2,3,19,p,0,47,Data_12_2_20141023T120418.mat,3,2,807.277,0,
1023.0411,Experiment4Metamer_ResponseGroup2.m,1,2,2,18,19,p,0,48,Data_12_2_20141023T120418.mat,3,2,1023.0411,0,
906.5194,Experiment4Metamer_ResponseGroup2.m,1,3,1,10,19,p,0,49,Data_12_2_20141023T120418.mat,3,1,906.5194,0,
687.8335,Experiment4Metamer_ResponseGroup2.m,2,12,1,9,20,q,0,50,Data_12_2_20141023T120418.mat,3,2,687.8335,0,
936.5478,Experiment4Metamer_ResponseGroup2.m,1,5,1,15,19,p,0,51,Data_12_2_20141023T120418.mat,3,1,936.5478,0,
737.6056,Experiment4Metamer_ResponseGroup2.m,1,11,1,10,19,p,0,52,Data_12_2_20141023T120418.mat,3,1,737.6056,0,
1046.6146,Experiment4Metamer_ResponseGroup2.m,1,2,2,9,19,p,0,53,Data_12_2_20141023T120418.mat,3,2,1046.6146,0,
761.3073,Experiment4Metamer_ResponseGroup2.m,1,5,2,2,19,p,0,54,Data_12_2_20141023T120418.mat,3,2,761.3073,0,
738.4689,Experiment4Metamer_ResponseGroup2.m,2,7,2,18,20,q,0,55,Data_12_2_20141023T120418.mat,3,1,738.4689,0,
792.5535,Experiment4Metamer_ResponseGroup2.m,2,6,2,3,20,q,0,56,Data_12_2_20141023T120418.mat,3,1,792.5535,0,
639.2621,Experiment4Metamer_ResponseGroup2.m,1,11,1,15,19,p,0,57,Data_12_2_20141023T120418.mat,3,1,639.2621,0,
683.2598,Experiment4Metamer_ResponseGroup2.m,2,16,1,8,20,q,0,58,Data_12_2_20141023T120418.mat,3,2,683.2598,0,
679.2427,Experiment4Metamer_ResponseGroup2.m,2,3,2,12,20,q,0,61,Data_12_2_20141023T120418.mat,3,1,679.2427,0,
693.2593,Experiment4Metamer_ResponseGroup2.m,1,7,2,20,19,p,0,62,Data_12_2_20141023T120418.mat,3,2,693.2593,0,
887.6333,Experiment4Metamer_ResponseGroup2.m,1,16,2,1,19,p,0,63,Data_12_2_20141023T120418.mat,3,2,887.6333,0,
665.2112,Experiment4Metamer_ResponseGroup2.m,2,18,2,14,20,q,0,64,Data_12_2_20141023T120418.mat,3,1,665.2112,0,
846.1477,Experiment4Metamer_ResponseGroup2.m,1,18,1,9,19,p,0,65,Data_12_2_20141023T120418.mat,3,1,846.1477,0,
724.6424,Experiment4Metamer_ResponseGroup2.m,2,2,2,4,20,q,0,66,Data_12_2_20141023T120418.mat,3,1,724.6424,0,
764.1517,Experiment4Metamer_ResponseGroup2.m,2,1,2,16,20,q,0,68,Data_12_2_20141023T120418.mat,3,1,764.1517,0,
616.209,Experiment4Metamer_ResponseGroup2.m,1,11,1,19,19,p,0,69,Data_12_2_20141023T120418.mat,3,1,616.209,0,
818.8731,Experiment4Metamer_ResponseGroup2.m,1,3,1,1,19,p,0,70,Data_12_2_20141023T120418.mat,3,1,818.8731,0,
759.165,Experiment4Metamer_ResponseGroup2.m,2,8,1,19,20,q,0,72,Data_12_2_20141023T120418.mat,3,2,759.165,0,
748.4309,Experiment4Metamer_ResponseGroup2.m,1,18,2,18,19,p,0,73,Data_12_2_20141023T120418.mat,3,2,748.4309,0,
663.0311,Experiment4Metamer_ResponseGroup2.m,1,14,2,11,19,p,0,74,Data_12_2_20141023T120418.mat,3,2,663.0311,0,
613.651,Experiment4Metamer_ResponseGroup2.m,2,8,2,6,20,q,0,75,Data_12_2_20141023T120418.mat,3,1,613.651,0,
676.8069,Experiment4Metamer_ResponseGroup2.m,1,13,1,3,19,p,0,76,Data_12_2_20141023T120418.mat,3,1,676.8069,0,
908.0659,Experiment4Metamer_ResponseGroup2.m,2,7,1,3,20,q,0,77,Data_12_2_20141023T120418.mat,3,2,908.0659,0,
972.3604,Experiment4Metamer_ResponseGroup2.m,2,4,1,11,20,q,0,78,Data_12_2_20141023T120418.mat,3,2,972.3604,0,
679.0112,Experiment4Metamer_ResponseGroup2.m,2,4,1,12,20,q,0,79,Data_12_2_20141023T120418.mat,3,2,679.0112,0,
701.1879,Experiment4Metamer_ResponseGroup2.m,2,8,1,7,20,q,0,80,Data_12_2_20141023T120418.mat,3,2,701.1879,0,
826.1964,Experiment4Metamer_ResponseGroup2.m,2,5,1,7,20,q,0,81,Data_12_2_20141023T120418.mat,3,2,826.1964,0,
682.6594,Experiment4Metamer_ResponseGroup2.m,2,2,1,12,20,q,0,82,Data_12_2_20141023T120418.mat,3,2,682.6594,0,
578.5583,Experiment4Metamer_ResponseGroup2.m,1,1,1,12,19,p,0,83,Data_12_2_20141023T120418.mat,3,1,578.5583,0,
697.5451,Experiment4Metamer_ResponseGroup2.m,1,2,1,19,19,p,0,84,Data_12_2_20141023T120418.mat,3,1,697.5451,0,
720.9539,Experiment4Metamer_ResponseGroup2.m,2,6,1,8,20,q,0,85,Data_12_2_20141023T120418.mat,3,2,720.9539,0,
653.9369,Experiment4Metamer_ResponseGroup2.m,2,19,2,8,20,q,0,86,Data_12_2_20141023T120418.mat,3,1,653.9369,0,
472.5503,Experiment4Metamer_ResponseGroup2.m,2,19,2,7,20,q,0,87,Data_12_2_20141023T120418.mat,3,1,472.5503,0,
665.5773,Experiment4Metamer_ResponseGroup2.m,2,5,2,20,20,q,0,88,Data_12_2_20141023T120418.mat,3,1,665.5773,0,
719.8032,Experiment4Metamer_ResponseGroup2.m,1,9,1,15,19,p,0,89,Data_12_2_20141023T120418.mat,3,1,719.8032,0,
651.4805,Experiment4Metamer_ResponseGroup2.m,1,18,2,19,19,p,0,90,Data_12_2_20141023T120418.mat,3,2,651.4805,0,
635.6772,Experiment4Metamer_ResponseGroup2.m,2,6,1,5,20,q,0,91,Data_12_2_20141023T120418.mat,3,2,635.6772,0,
533.891,Experiment4Metamer_ResponseGroup2.m,1,13,1,16,19,p,0,92,Data_12_2_20141023T120418.mat,3,1,533.891,0,
550.3486,Experiment4Metamer_ResponseGroup2.m,1,19,2,19,19,p,0,93,Data_12_2_20141023T120418.mat,3,2,550.3486,0,
994.8935,Experiment4Metamer_ResponseGroup2.m,1,17,2,10,19,p,0,94,Data_12_2_20141023T120418.mat,3,2,994.8935,0,
704.7967,Experiment4Metamer_ResponseGroup2.m,2,6,2,20,20,q,0,95,Data_12_2_20141023T120418.mat,3,1,704.7967,0,
685.62,Experiment4Metamer_ResponseGroup2.m,2,11,2,12,20,q,0,96,Data_12_2_20141023T120418.mat,3,1,685.62,0,
508.8725,Experiment4Metamer_ResponseGroup2.m,2,11,2,14,20,q,0,97,Data_12_2_20141023T120418.mat,3,1,508.8725,0,
627.9273,Experiment4Metamer_ResponseGroup2.m,1,17,2,11,19,p,0,98,Data_12_2_20141023T120418.mat,3,2,627.9273,0,
914.3518,Experiment4Metamer_ResponseGroup2.m,2,3,2,11,20,q,0,99,Data_12_2_20141023T120418.mat,3,1,914.3518,0,
694.3813,Experiment4Metamer_ResponseGroup2.m,2,20,1,2,20,q,0,100,Data_12_2_20141023T120418.mat,3,2,694.3813,0,
753.5034,Experiment4Metamer_ResponseGroup2.m,2,8,2,11,20,q,0,101,Data_12_2_20141023T120418.mat,3,1,753.5034,0,
618.3291,Experiment4Metamer_ResponseGroup2.m,1,18,2,17,19,p,0,102,Data_12_2_20141023T120418.mat,3,2,618.3291,0,
673.0159,Experiment4Metamer_ResponseGroup2.m,2,14,1,6,20,q,0,103,Data_12_2_20141023T120418.mat,3,2,673.0159,0,
735.862,Experiment4Metamer_ResponseGroup2.m,1,12,1,11,19,p,0,104,Data_12_2_20141023T120418.mat,3,1,735.862,0,
707.5754,Experiment4Metamer_ResponseGroup2.m,2,1,2,18,20,q,0,105,Data_12_2_20141023T120418.mat,3,1,707.5754,0,
642.7062,Experiment4Metamer_ResponseGroup2.m,2,1,2,14,20,q,0,106,Data_12_2_20141023T120418.mat,3,1,642.7062,0,
972.7785,Experiment4Metamer_ResponseGroup2.m,2,12,1,12,20,q,0,107,Data_12_2_20141023T120418.mat,3,2,972.7785,0,
627.0701,Experiment4Metamer_ResponseGroup2.m,2,7,1,16,20,q,0,108,Data_12_2_20141023T120418.mat,3,2,627.0701,0,
725.3135,Experiment4Metamer_ResponseGroup2.m,2,19,2,3,20,q,0,109,Data_12_2_20141023T120418.mat,3,1,725.3135,0,
729.2836,Experiment4Metamer_ResponseGroup2.m,2,6,1,4,20,q,0,110,Data_12_2_20141023T120418.mat,3,2,729.2836,0,
622.5014,Experiment4Metamer_ResponseGroup2.m,1,8,2,8,19,p,0,111,Data_12_2_20141023T120418.mat,3,2,622.5014,0,
865.805,Experiment4Metamer_ResponseGroup2.m,2,18,2,14,20,q,0,112,Data_12_2_20141023T120418.mat,3,1,865.805,0,
643.1309,Experiment4Metamer_ResponseGroup2.m,1,5,2,12,19,p,0,113,Data_12_2_20141023T120418.mat,3,2,643.1309,0,
690.8065,Experiment4Metamer_ResponseGroup2.m,2,12,2,19,20,q,0,115,Data_12_2_20141023T120418.mat,3,1,690.8065,0,
582.4936,Experiment4Metamer_ResponseGroup2.m,1,16,1,19,19,p,0,116,Data_12_2_20141023T120418.mat,3,1,582.4936,0,
605.7615,Experiment4Metamer_ResponseGroup2.m,1,5,2,17,19,p,0,117,Data_12_2_20141023T120418.mat,3,2,605.7615,0,
684.0891,Experiment4Metamer_ResponseGroup2.m,1,19,1,14,19,p,0,118,Data_12_2_20141023T120418.mat,3,1,684.0891,0,
743.3166,Experiment4Metamer_ResponseGroup2.m,2,1,1,6,20,q,0,119,Data_12_2_20141023T120418.mat,3,2,743.3166,0,
626.4169,Experiment4Metamer_ResponseGroup2.m,2,1,1,20,20,q,0,120,Data_12_2_20141023T120418.mat,3,2,626.4169,0,
489.4299,Experiment4Metamer_ResponseGroup2.m,1,5,1,11,19,p,0,121,Data_12_2_20141023T120418.mat,3,1,489.4299,0,
722.7409,Experiment4Metamer_ResponseGroup2.m,2,2,2,20,20,q,0,123,Data_12_2_20141023T120418.mat,3,1,722.7409,0,
718.593,Experiment4Metamer_ResponseGroup2.m,2,4,1,4,20,q,0,124,Data_12_2_20141023T120418.mat,3,2,718.593,0,
