RT,expName,currWordCategory,currWordNumber,currImageCategory,currImageNumber,pressedKeyNum,pressedKeyName,error,currTrial,fileName,sid,CongruentOrNot,trimData,outlier,
820.2624,Experiment4Metamer_ResponseGroup2.m,2,2,2,9,20,q,0,11,Data_8_2_20141022T150138.mat,15,1,820.2624,0,
648.5036,Experiment4Metamer_ResponseGroup2.m,2,2,2,17,20,q,0,12,Data_8_2_20141022T150138.mat,15,1,648.5036,0,
500.3317,Experiment4Metamer_ResponseGroup2.m,1,5,2,10,19,p,0,13,Data_8_2_20141022T150138.mat,15,2,500.3317,0,
722.9816,Experiment4Metamer_ResponseGroup2.m,2,14,1,2,20,q,0,14,Data_8_2_20141022T150138.mat,15,2,722.9816,0,
647.3916,Experiment4Metamer_ResponseGroup2.m,1,11,2,7,19,p,0,15,Data_8_2_20141022T150138.mat,15,2,647.3916,0,
762.8809,Experiment4Metamer_ResponseGroup2.m,2,15,2,2,20,q,0,16,Data_8_2_20141022T150138.mat,15,1,762.8809,0,
777.6474,Experiment4Metamer_ResponseGroup2.m,2,18,2,6,20,q,0,17,Data_8_2_20141022T150138.mat,15,1,777.6474,0,
820.7361,Experiment4Metamer_ResponseGroup2.m,2,4,1,13,20,q,0,18,Data_8_2_20141022T150138.mat,15,2,820.7361,0,
704.154,Experiment4Metamer_ResponseGroup2.m,2,7,2,17,20,q,0,19,Data_8_2_20141022T150138.mat,15,1,704.154,0,
634.331,Experiment4Metamer_ResponseGroup2.m,2,17,1,16,20,q,0,20,Data_8_2_20141022T150138.mat,15,2,634.331,0,
697.5017,Experiment4Metamer_ResponseGroup2.m,1,6,2,3,19,p,0,21,Data_8_2_20141022T150138.mat,15,2,697.5017,0,
708.8694,Experiment4Metamer_ResponseGroup2.m,2,9,1,17,20,q,0,22,Data_8_2_20141022T150138.mat,15,2,708.8694,0,
580.6105,Experiment4Metamer_ResponseGroup2.m,2,16,1,17,20,q,0,23,Data_8_2_20141022T150138.mat,15,2,580.6105,0,
746.9665,Experiment4Metamer_ResponseGroup2.m,2,5,2,11,20,q,0,24,Data_8_2_20141022T150138.mat,15,1,746.9665,0,
814.9323,Experiment4Metamer_ResponseGroup2.m,1,4,2,3,19,p,0,25,Data_8_2_20141022T150138.mat,15,2,814.9323,0,
704.6522,Experiment4Metamer_ResponseGroup2.m,2,3,2,6,20,q,0,26,Data_8_2_20141022T150138.mat,15,1,704.6522,0,
581.2487,Experiment4Metamer_ResponseGroup2.m,1,6,2,2,19,p,0,27,Data_8_2_20141022T150138.mat,15,2,581.2487,0,
681.6341,Experiment4Metamer_ResponseGroup2.m,2,7,1,9,20,q,0,28,Data_8_2_20141022T150138.mat,15,2,681.6341,0,
561.5282,Experiment4Metamer_ResponseGroup2.m,1,2,2,10,19,p,0,29,Data_8_2_20141022T150138.mat,15,2,561.5282,0,
640.1966,Experiment4Metamer_ResponseGroup2.m,2,3,2,16,20,q,0,30,Data_8_2_20141022T150138.mat,15,1,640.1966,0,
674.8477,Experiment4Metamer_ResponseGroup2.m,1,17,2,8,19,p,0,31,Data_8_2_20141022T150138.mat,15,2,674.8477,0,
618.259,Experiment4Metamer_ResponseGroup2.m,2,15,1,14,20,q,0,32,Data_8_2_20141022T150138.mat,15,2,618.259,0,
701.6106,Experiment4Metamer_ResponseGroup2.m,2,14,2,15,20,q,0,33,Data_8_2_20141022T150138.mat,15,1,701.6106,0,
620.6542,Experiment4Metamer_ResponseGroup2.m,1,3,2,12,19,p,0,34,Data_8_2_20141022T150138.mat,15,2,620.6542,0,
772.1467,Experiment4Metamer_ResponseGroup2.m,1,10,2,18,19,p,0,35,Data_8_2_20141022T150138.mat,15,2,772.1467,0,
658.5171,Experiment4Metamer_ResponseGroup2.m,2,3,2,13,20,q,0,36,Data_8_2_20141022T150138.mat,15,1,658.5171,0,
883.9052,Experiment4Metamer_ResponseGroup2.m,2,11,2,7,20,q,0,37,Data_8_2_20141022T150138.mat,15,1,883.9052,0,
622.5711,Experiment4Metamer_ResponseGroup2.m,1,14,1,14,19,p,0,39,Data_8_2_20141022T150138.mat,15,1,622.5711,0,
684.2041,Experiment4Metamer_ResponseGroup2.m,1,2,2,12,19,p,0,40,Data_8_2_20141022T150138.mat,15,2,684.2041,0,
518.925,Experiment4Metamer_ResponseGroup2.m,1,8,2,9,19,p,0,41,Data_8_2_20141022T150138.mat,15,2,518.925,0,
564.0304,Experiment4Metamer_ResponseGroup2.m,2,4,2,2,20,q,0,42,Data_8_2_20141022T150138.mat,15,1,564.0304,0,
739.3212,Experiment4Metamer_ResponseGroup2.m,2,4,2,14,20,q,0,43,Data_8_2_20141022T150138.mat,15,1,739.3212,0,
639.3799,Experiment4Metamer_ResponseGroup2.m,2,7,2,11,20,q,0,44,Data_8_2_20141022T150138.mat,15,1,639.3799,0,
807.037,Experiment4Metamer_ResponseGroup2.m,1,9,2,17,19,p,0,45,Data_8_2_20141022T150138.mat,15,2,807.037,0,
511.0468,Experiment4Metamer_ResponseGroup2.m,1,5,1,18,19,p,0,46,Data_8_2_20141022T150138.mat,15,1,511.0468,0,
798.9616,Experiment4Metamer_ResponseGroup2.m,2,12,1,6,20,q,0,47,Data_8_2_20141022T150138.mat,15,2,798.9616,0,
692.5188,Experiment4Metamer_ResponseGroup2.m,2,3,1,6,20,q,0,48,Data_8_2_20141022T150138.mat,15,2,692.5188,0,
755.6714,Experiment4Metamer_ResponseGroup2.m,1,12,2,19,19,p,0,49,Data_8_2_20141022T150138.mat,15,2,755.6714,0,
652.4322,Experiment4Metamer_ResponseGroup2.m,2,13,2,6,20,q,0,50,Data_8_2_20141022T150138.mat,15,1,652.4322,0,
610.0394,Experiment4Metamer_ResponseGroup2.m,2,8,1,17,20,q,0,51,Data_8_2_20141022T150138.mat,15,2,610.0394,0,
707.1622,Experiment4Metamer_ResponseGroup2.m,2,6,1,10,20,q,0,52,Data_8_2_20141022T150138.mat,15,2,707.1622,0,
582.0741,Experiment4Metamer_ResponseGroup2.m,2,17,1,18,20,q,0,53,Data_8_2_20141022T150138.mat,15,2,582.0741,0,
655.735,Experiment4Metamer_ResponseGroup2.m,2,5,1,14,20,q,0,54,Data_8_2_20141022T150138.mat,15,2,655.735,0,
608.9586,Experiment4Metamer_ResponseGroup2.m,2,19,2,6,20,q,0,55,Data_8_2_20141022T150138.mat,15,1,608.9586,0,
599.9238,Experiment4Metamer_ResponseGroup2.m,2,11,2,10,20,q,0,56,Data_8_2_20141022T150138.mat,15,1,599.9238,0,
565.4326,Experiment4Metamer_ResponseGroup2.m,1,13,1,16,19,p,0,57,Data_8_2_20141022T150138.mat,15,1,565.4326,0,
704.7519,Experiment4Metamer_ResponseGroup2.m,1,9,1,12,19,p,0,58,Data_8_2_20141022T150138.mat,15,1,704.7519,0,
690.6905,Experiment4Metamer_ResponseGroup2.m,2,9,2,1,20,q,0,59,Data_8_2_20141022T150138.mat,15,1,690.6905,0,
