RT,expName,currWordCategory,currWordNumber,currImageCategory,currImageNumber,pressedKeyNum,pressedKeyName,error,currTrial,fileName,sid,CongruentOrNot,trimData,outlier,
1058.395,Experiment4Metamer_ResponseGroup2.m,2,5,1,2,20,q,0,11,Data_16_2_20141024T132943.mat,7,2,1058.395,0,
933.0741,Experiment4Metamer_ResponseGroup2.m,1,20,2,5,19,p,0,12,Data_16_2_20141024T132943.mat,7,2,933.0741,0,
666.4115,Experiment4Metamer_ResponseGroup2.m,2,11,1,17,20,q,0,13,Data_16_2_20141024T132943.mat,7,2,666.4115,0,
661.7787,Experiment4Metamer_ResponseGroup2.m,1,10,2,6,19,p,0,14,Data_16_2_20141024T132943.mat,7,2,661.7787,0,
1034.2739,Experiment4Metamer_ResponseGroup2.m,1,11,2,9,19,p,0,15,Data_16_2_20141024T132943.mat,7,2,1034.2739,0,
766.255,Experiment4Metamer_ResponseGroup2.m,2,15,2,7,20,q,0,16,Data_16_2_20141024T132943.mat,7,1,766.255,0,
1050.1848,Experiment4Metamer_ResponseGroup2.m,2,7,2,5,20,q,0,17,Data_16_2_20141024T132943.mat,7,1,1050.1848,0,
904.3109,Experiment4Metamer_ResponseGroup2.m,1,9,1,3,19,p,0,18,Data_16_2_20141024T132943.mat,7,1,904.3109,0,
744.3419,Experiment4Metamer_ResponseGroup2.m,2,19,2,7,20,q,0,19,Data_16_2_20141024T132943.mat,7,1,744.3419,0,
556.2252,Experiment4Metamer_ResponseGroup2.m,1,8,1,17,19,p,0,20,Data_16_2_20141024T132943.mat,7,1,556.2252,0,
803.5102,Experiment4Metamer_ResponseGroup2.m,2,8,1,20,20,q,0,21,Data_16_2_20141024T132943.mat,7,2,803.5102,0,
613.4134,Experiment4Metamer_ResponseGroup2.m,1,10,1,12,19,p,0,22,Data_16_2_20141024T132943.mat,7,1,613.4134,0,
642.0067,Experiment4Metamer_ResponseGroup2.m,1,14,1,2,19,p,0,23,Data_16_2_20141024T132943.mat,7,1,642.0067,0,
737.4973,Experiment4Metamer_ResponseGroup2.m,2,4,1,18,20,q,0,24,Data_16_2_20141024T132943.mat,7,2,737.4973,0,
850.0623,Experiment4Metamer_ResponseGroup2.m,1,1,2,6,19,p,0,25,Data_16_2_20141024T132943.mat,7,2,850.0623,0,
717.2646,Experiment4Metamer_ResponseGroup2.m,2,4,1,4,20,q,0,26,Data_16_2_20141024T132943.mat,7,2,717.2646,0,
637.2527,Experiment4Metamer_ResponseGroup2.m,1,12,1,1,19,p,0,27,Data_16_2_20141024T132943.mat,7,1,637.2527,0,
646.6252,Experiment4Metamer_ResponseGroup2.m,1,4,1,7,19,p,0,28,Data_16_2_20141024T132943.mat,7,1,646.6252,0,
946.1933,Experiment4Metamer_ResponseGroup2.m,2,6,1,16,20,q,0,29,Data_16_2_20141024T132943.mat,7,2,946.1933,0,
925.6627,Experiment4Metamer_ResponseGroup2.m,2,4,1,6,20,q,0,30,Data_16_2_20141024T132943.mat,7,2,925.6627,0,
915.6465,Experiment4Metamer_ResponseGroup2.m,2,20,1,10,20,q,0,31,Data_16_2_20141024T132943.mat,7,2,915.6465,0,
1022.1692,Experiment4Metamer_ResponseGroup2.m,1,11,2,5,19,p,0,32,Data_16_2_20141024T132943.mat,7,2,1022.1692,0,
694.6657,Experiment4Metamer_ResponseGroup2.m,2,2,1,16,20,q,0,33,Data_16_2_20141024T132943.mat,7,2,694.6657,0,
977.051,Experiment4Metamer_ResponseGroup2.m,2,12,1,2,20,q,0,34,Data_16_2_20141024T132943.mat,7,2,977.051,0,
561.2241,Experiment4Metamer_ResponseGroup2.m,2,11,2,5,20,q,0,35,Data_16_2_20141024T132943.mat,7,1,561.2241,0,
713.03,Experiment4Metamer_ResponseGroup2.m,2,8,2,19,20,q,0,36,Data_16_2_20141024T132943.mat,7,1,713.03,0,
641.9259,Experiment4Metamer_ResponseGroup2.m,2,2,1,10,20,q,0,37,Data_16_2_20141024T132943.mat,7,2,641.9259,0,
970.9302,Experiment4Metamer_ResponseGroup2.m,2,16,2,8,20,q,0,38,Data_16_2_20141024T132943.mat,7,1,970.9302,0,
774.2678,Experiment4Metamer_ResponseGroup2.m,1,15,2,9,19,p,0,39,Data_16_2_20141024T132943.mat,7,2,774.2678,0,
1055.9276,Experiment4Metamer_ResponseGroup2.m,1,19,1,6,19,p,0,40,Data_16_2_20141024T132943.mat,7,1,1055.9276,0,
