RT,expName,currWordCategory,currWordNumber,currImageCategory,currImageNumber,pressedKeyNum,pressedKeyName,error,
0.20209,Experiment4Metamer_ResponseGroup2.m,2,2,1,4,20,q,0,
1.159,Experiment4Metamer_ResponseGroup2.m,1,1,1,4,19,p,0,
0.8146,Experiment4Metamer_ResponseGroup2.m,1,1,2,2,19,p,0,
0.83142,Experiment4Metamer_ResponseGroup2.m,1,5,1,5,19,p,0,
0.7202,Experiment4Metamer_ResponseGroup2.m,2,1,1,3,20,q,0,
0.6503,Experiment4Metamer_ResponseGroup2.m,2,2,2,5,20,q,0,
0.78269,Experiment4Metamer_ResponseGroup2.m,2,2,2,1,20,q,0,
0.77768,Experiment4Metamer_ResponseGroup2.m,1,4,1,2,20,q,1,
1.1134,Experiment4Metamer_ResponseGroup2.m,2,2,2,5,20,q,0,
0.92904,Experiment4Metamer_ResponseGroup2.m,2,3,2,3,20,q,0,
0.88628,Experiment4Metamer_ResponseGroup2.m,2,5,1,2,20,q,0,
0.81581,Experiment4Metamer_ResponseGroup2.m,1,20,2,5,19,p,0,
0.97223,Experiment4Metamer_ResponseGroup2.m,2,11,1,17,20,q,0,
0.89474,Experiment4Metamer_ResponseGroup2.m,1,10,2,6,19,p,0,
0.71007,Experiment4Metamer_ResponseGroup2.m,1,11,2,9,19,p,0,
0.80911,Experiment4Metamer_ResponseGroup2.m,2,15,2,7,20,q,0,
0.67609,Experiment4Metamer_ResponseGroup2.m,2,7,2,5,20,q,0,
0.81767,Experiment4Metamer_ResponseGroup2.m,1,9,1,3,19,p,0,
0.83697,Experiment4Metamer_ResponseGroup2.m,2,19,2,7,20,q,0,
1.2488,Experiment4Metamer_ResponseGroup2.m,1,8,1,17,19,p,0,
0.74861,Experiment4Metamer_ResponseGroup2.m,2,8,1,20,20,q,0,
0.55924,Experiment4Metamer_ResponseGroup2.m,1,10,1,12,19,p,0,
0.70621,Experiment4Metamer_ResponseGroup2.m,1,14,1,2,20,q,1,
1.0506,Experiment4Metamer_ResponseGroup2.m,2,4,1,18,20,q,0,
0.74217,Experiment4Metamer_ResponseGroup2.m,1,1,2,6,19,p,0,
0.60996,Experiment4Metamer_ResponseGroup2.m,2,4,1,4,19,p,1,
0.71816,Experiment4Metamer_ResponseGroup2.m,1,12,1,1,19,p,0,
0.76334,Experiment4Metamer_ResponseGroup2.m,1,4,1,7,19,p,0,
1.0375,Experiment4Metamer_ResponseGroup2.m,2,6,1,16,20,q,0,
0.76133,Experiment4Metamer_ResponseGroup2.m,2,4,1,6,20,q,0,
1.0101,Experiment4Metamer_ResponseGroup2.m,2,20,1,10,20,q,0,
0.66742,Experiment4Metamer_ResponseGroup2.m,1,11,2,5,19,p,0,
0.78695,Experiment4Metamer_ResponseGroup2.m,2,2,1,16,20,q,0,
0.97922,Experiment4Metamer_ResponseGroup2.m,2,12,1,2,20,q,0,
0.69844,Experiment4Metamer_ResponseGroup2.m,2,11,2,5,20,q,0,
0.72589,Experiment4Metamer_ResponseGroup2.m,2,8,2,19,20,q,0,
0.67914,Experiment4Metamer_ResponseGroup2.m,2,2,1,10,20,q,0,
1.358,Experiment4Metamer_ResponseGroup2.m,2,16,2,8,20,q,0,
1.3107,Experiment4Metamer_ResponseGroup2.m,1,15,2,9,19,p,0,
0.68488,Experiment4Metamer_ResponseGroup2.m,1,19,1,6,19,p,0,
0.69479,Experiment4Metamer_ResponseGroup2.m,1,13,1,5,19,p,0,
0.73262,Experiment4Metamer_ResponseGroup2.m,1,13,1,6,19,p,0,
0.84606,Experiment4Metamer_ResponseGroup2.m,2,15,2,14,20,q,0,
0.93706,Experiment4Metamer_ResponseGroup2.m,2,18,2,19,20,q,0,
0.64026,Experiment4Metamer_ResponseGroup2.m,1,20,1,7,19,p,0,
0.82543,Experiment4Metamer_ResponseGroup2.m,2,13,2,10,19,p,1,
0.80728,Experiment4Metamer_ResponseGroup2.m,1,13,2,3,19,p,0,
1.023,Experiment4Metamer_ResponseGroup2.m,1,2,2,18,19,p,0,
0.90652,Experiment4Metamer_ResponseGroup2.m,1,3,1,10,19,p,0,
0.68783,Experiment4Metamer_ResponseGroup2.m,2,12,1,9,20,q,0,
0.93655,Experiment4Metamer_ResponseGroup2.m,1,5,1,15,19,p,0,
0.73761,Experiment4Metamer_ResponseGroup2.m,1,11,1,10,19,p,0,
1.0466,Experiment4Metamer_ResponseGroup2.m,1,2,2,9,19,p,0,
0.76131,Experiment4Metamer_ResponseGroup2.m,1,5,2,2,19,p,0,
0.73847,Experiment4Metamer_ResponseGroup2.m,2,7,2,18,20,q,0,
0.79255,Experiment4Metamer_ResponseGroup2.m,2,6,2,3,20,q,0,
0.63926,Experiment4Metamer_ResponseGroup2.m,1,11,1,15,19,p,0,
0.68326,Experiment4Metamer_ResponseGroup2.m,2,16,1,8,20,q,0,
1.0533,Experiment4Metamer_ResponseGroup2.m,1,4,1,17,19,p,0,
1.1815,Experiment4Metamer_ResponseGroup2.m,1,15,1,10,19,p,0,
0.67924,Experiment4Metamer_ResponseGroup2.m,2,3,2,12,20,q,0,
0.69326,Experiment4Metamer_ResponseGroup2.m,1,7,2,20,19,p,0,
0.88763,Experiment4Metamer_ResponseGroup2.m,1,16,2,1,19,p,0,
0.66521,Experiment4Metamer_ResponseGroup2.m,2,18,2,14,20,q,0,
0.84615,Experiment4Metamer_ResponseGroup2.m,1,18,1,9,19,p,0,
0.72464,Experiment4Metamer_ResponseGroup2.m,2,2,2,4,20,q,0,
1.461,Experiment4Metamer_ResponseGroup2.m,1,16,1,10,19,p,0,
0.76415,Experiment4Metamer_ResponseGroup2.m,2,1,2,16,20,q,0,
0.61621,Experiment4Metamer_ResponseGroup2.m,1,11,1,19,19,p,0,
0.81887,Experiment4Metamer_ResponseGroup2.m,1,3,1,1,19,p,0,
1.2794,Experiment4Metamer_ResponseGroup2.m,1,1,1,8,19,p,0,
0.75917,Experiment4Metamer_ResponseGroup2.m,2,8,1,19,20,q,0,
0.74843,Experiment4Metamer_ResponseGroup2.m,1,18,2,18,19,p,0,
0.66303,Experiment4Metamer_ResponseGroup2.m,1,14,2,11,19,p,0,
0.61365,Experiment4Metamer_ResponseGroup2.m,2,8,2,6,20,q,0,
0.67681,Experiment4Metamer_ResponseGroup2.m,1,13,1,3,19,p,0,
0.90807,Experiment4Metamer_ResponseGroup2.m,2,7,1,3,20,q,0,
0.97236,Experiment4Metamer_ResponseGroup2.m,2,4,1,11,20,q,0,
0.67901,Experiment4Metamer_ResponseGroup2.m,2,4,1,12,20,q,0,
0.70119,Experiment4Metamer_ResponseGroup2.m,2,8,1,7,20,q,0,
0.8262,Experiment4Metamer_ResponseGroup2.m,2,5,1,7,20,q,0,
0.68266,Experiment4Metamer_ResponseGroup2.m,2,2,1,12,20,q,0,
0.57856,Experiment4Metamer_ResponseGroup2.m,1,1,1,12,19,p,0,
0.69755,Experiment4Metamer_ResponseGroup2.m,1,2,1,19,19,p,0,
0.72095,Experiment4Metamer_ResponseGroup2.m,2,6,1,8,20,q,0,
0.65394,Experiment4Metamer_ResponseGroup2.m,2,19,2,8,20,q,0,
0.47255,Experiment4Metamer_ResponseGroup2.m,2,19,2,7,20,q,0,
0.66558,Experiment4Metamer_ResponseGroup2.m,2,5,2,20,20,q,0,
0.7198,Experiment4Metamer_ResponseGroup2.m,1,9,1,15,19,p,0,
0.65148,Experiment4Metamer_ResponseGroup2.m,1,18,2,19,19,p,0,
0.63568,Experiment4Metamer_ResponseGroup2.m,2,6,1,5,20,q,0,
0.53389,Experiment4Metamer_ResponseGroup2.m,1,13,1,16,19,p,0,
0.55035,Experiment4Metamer_ResponseGroup2.m,1,19,2,19,19,p,0,
0.99489,Experiment4Metamer_ResponseGroup2.m,1,17,2,10,19,p,0,
0.7048,Experiment4Metamer_ResponseGroup2.m,2,6,2,20,20,q,0,
0.68562,Experiment4Metamer_ResponseGroup2.m,2,11,2,12,20,q,0,
0.50887,Experiment4Metamer_ResponseGroup2.m,2,11,2,14,20,q,0,
0.62793,Experiment4Metamer_ResponseGroup2.m,1,17,2,11,19,p,0,
0.91435,Experiment4Metamer_ResponseGroup2.m,2,3,2,11,20,q,0,
0.69438,Experiment4Metamer_ResponseGroup2.m,2,20,1,2,20,q,0,
0.7535,Experiment4Metamer_ResponseGroup2.m,2,8,2,11,20,q,0,
0.61833,Experiment4Metamer_ResponseGroup2.m,1,18,2,17,19,p,0,
0.67302,Experiment4Metamer_ResponseGroup2.m,2,14,1,6,20,q,0,
0.73586,Experiment4Metamer_ResponseGroup2.m,1,12,1,11,19,p,0,
0.70758,Experiment4Metamer_ResponseGroup2.m,2,1,2,18,20,q,0,
0.64271,Experiment4Metamer_ResponseGroup2.m,2,1,2,14,20,q,0,
0.97278,Experiment4Metamer_ResponseGroup2.m,2,12,1,12,20,q,0,
0.62707,Experiment4Metamer_ResponseGroup2.m,2,7,1,16,20,q,0,
0.72531,Experiment4Metamer_ResponseGroup2.m,2,19,2,3,20,q,0,
0.72928,Experiment4Metamer_ResponseGroup2.m,2,6,1,4,20,q,0,
0.6225,Experiment4Metamer_ResponseGroup2.m,1,8,2,8,19,p,0,
0.8658,Experiment4Metamer_ResponseGroup2.m,2,18,2,14,20,q,0,
0.64313,Experiment4Metamer_ResponseGroup2.m,1,5,2,12,19,p,0,
1.3035,Experiment4Metamer_ResponseGroup2.m,2,14,1,10,20,q,0,
0.69081,Experiment4Metamer_ResponseGroup2.m,2,12,2,19,20,q,0,
0.58249,Experiment4Metamer_ResponseGroup2.m,1,16,1,19,19,p,0,
0.60576,Experiment4Metamer_ResponseGroup2.m,1,5,2,17,19,p,0,
0.68409,Experiment4Metamer_ResponseGroup2.m,1,19,1,14,19,p,0,
0.74332,Experiment4Metamer_ResponseGroup2.m,2,1,1,6,20,q,0,
0.62642,Experiment4Metamer_ResponseGroup2.m,2,1,1,20,20,q,0,
0.48943,Experiment4Metamer_ResponseGroup2.m,1,5,1,11,19,p,0,
0.71258,Experiment4Metamer_ResponseGroup2.m,2,9,1,3,19,p,1,
0.72274,Experiment4Metamer_ResponseGroup2.m,2,2,2,20,20,q,0,
0.71859,Experiment4Metamer_ResponseGroup2.m,2,4,1,4,20,q,0,
0.66241,Experiment4Metamer_ResponseGroup2.m,2,12,2,3,20,q,0,
0.64583,Experiment4Metamer_ResponseGroup2.m,2,20,1,6,20,q,0,
0.68109,Experiment4Metamer_ResponseGroup2.m,2,2,1,10,20,q,0,
0.83862,Experiment4Metamer_ResponseGroup2.m,2,2,2,10,20,q,0,
0.8009,Experiment4Metamer_ResponseGroup2.m,1,17,2,3,20,q,1,
0.74755,Experiment4Metamer_ResponseGroup2.m,1,10,2,2,19,p,0,
1.3709,Experiment4Metamer_ResponseGroup2.m,1,13,1,16,19,p,0,
0.81151,Experiment4Metamer_ResponseGroup2.m,2,5,2,5,20,q,0,
