RT,expName,currWordCategory,currWordNumber,currImageCategory,currImageNumber,pressedKeyNum,pressedKeyName,error,
0.36293,Experiment4Metamer_ResponseGroup2.m,2,2,1,4,20,q,0,
0.72139,Experiment4Metamer_ResponseGroup2.m,2,1,2,2,20,q,0,
0.59913,Experiment4Metamer_ResponseGroup2.m,2,3,2,1,19,p,1,
0.74141,Experiment4Metamer_ResponseGroup2.m,1,5,2,5,19,p,0,
0.66768,Experiment4Metamer_ResponseGroup2.m,1,5,2,2,19,p,0,
1.0788,Experiment4Metamer_ResponseGroup2.m,1,4,1,1,19,p,0,
0.72904,Experiment4Metamer_ResponseGroup2.m,2,2,2,3,20,q,0,
0.79469,Experiment4Metamer_ResponseGroup2.m,2,3,2,1,19,p,1,
0.98328,Experiment4Metamer_ResponseGroup2.m,2,4,2,2,20,q,0,
0.69771,Experiment4Metamer_ResponseGroup2.m,2,3,1,4,20,q,0,
0.76843,Experiment4Metamer_ResponseGroup2.m,2,18,1,14,20,q,0,
0.7218,Experiment4Metamer_ResponseGroup2.m,2,3,1,9,20,q,0,
0.77822,Experiment4Metamer_ResponseGroup2.m,2,1,2,16,20,q,0,
0.92225,Experiment4Metamer_ResponseGroup2.m,1,2,1,5,19,p,0,
0.82833,Experiment4Metamer_ResponseGroup2.m,1,20,1,14,20,q,1,
0.84316,Experiment4Metamer_ResponseGroup2.m,1,8,1,2,19,p,0,
0.63636,Experiment4Metamer_ResponseGroup2.m,2,5,2,2,20,q,0,
0.92068,Experiment4Metamer_ResponseGroup2.m,2,17,2,1,20,q,0,
0.73098,Experiment4Metamer_ResponseGroup2.m,1,10,1,18,19,p,0,
0.76563,Experiment4Metamer_ResponseGroup2.m,2,3,2,16,20,q,0,
0.97198,Experiment4Metamer_ResponseGroup2.m,2,16,1,7,20,q,0,
0.52969,Experiment4Metamer_ResponseGroup2.m,1,19,1,15,19,p,0,
0.825,Experiment4Metamer_ResponseGroup2.m,2,14,1,10,20,q,0,
0.87744,Experiment4Metamer_ResponseGroup2.m,1,5,1,18,19,p,0,
1.3102,Experiment4Metamer_ResponseGroup2.m,1,2,2,13,19,p,0,
0.58065,Experiment4Metamer_ResponseGroup2.m,1,19,2,7,19,p,0,
0.75095,Experiment4Metamer_ResponseGroup2.m,1,1,2,20,19,p,0,
0.74997,Experiment4Metamer_ResponseGroup2.m,1,9,1,2,20,q,1,
0.84885,Experiment4Metamer_ResponseGroup2.m,2,17,1,2,20,q,0,
1.1418,Experiment4Metamer_ResponseGroup2.m,2,4,2,3,19,p,1,
1.2029,Experiment4Metamer_ResponseGroup2.m,1,4,1,5,19,p,0,
0.68382,Experiment4Metamer_ResponseGroup2.m,2,3,2,12,20,q,0,
0.8076,Experiment4Metamer_ResponseGroup2.m,2,13,2,3,19,p,1,
0.95292,Experiment4Metamer_ResponseGroup2.m,1,4,2,15,19,p,0,
0.94334,Experiment4Metamer_ResponseGroup2.m,1,7,2,4,19,p,0,
0.76985,Experiment4Metamer_ResponseGroup2.m,2,5,2,10,20,q,0,
0.71805,Experiment4Metamer_ResponseGroup2.m,2,13,2,5,20,q,0,
0.75357,Experiment4Metamer_ResponseGroup2.m,2,15,1,13,20,q,0,
0.91866,Experiment4Metamer_ResponseGroup2.m,2,8,2,7,20,q,0,
0.84358,Experiment4Metamer_ResponseGroup2.m,1,17,2,13,19,p,0,
0.90123,Experiment4Metamer_ResponseGroup2.m,1,12,1,3,19,p,0,
0.79502,Experiment4Metamer_ResponseGroup2.m,2,18,1,14,20,q,0,
1.0195,Experiment4Metamer_ResponseGroup2.m,1,14,2,8,19,p,0,
0.60986,Experiment4Metamer_ResponseGroup2.m,1,19,2,9,19,p,0,
0.69513,Experiment4Metamer_ResponseGroup2.m,1,7,2,16,19,p,0,
0.96234,Experiment4Metamer_ResponseGroup2.m,1,20,2,18,19,p,0,
0.59905,Experiment4Metamer_ResponseGroup2.m,1,9,2,1,19,p,0,
0.75527,Experiment4Metamer_ResponseGroup2.m,1,8,2,9,19,p,0,
0.55677,Experiment4Metamer_ResponseGroup2.m,1,16,2,12,19,p,0,
0.62958,Experiment4Metamer_ResponseGroup2.m,2,16,2,11,20,q,0,
0.68977,Experiment4Metamer_ResponseGroup2.m,1,20,2,17,19,p,0,
0.81206,Experiment4Metamer_ResponseGroup2.m,2,9,1,8,20,q,0,
0.58023,Experiment4Metamer_ResponseGroup2.m,1,19,2,10,19,p,0,
0.72366,Experiment4Metamer_ResponseGroup2.m,1,14,2,7,19,p,0,
0.72249,Experiment4Metamer_ResponseGroup2.m,2,14,1,18,20,q,0,
0.55879,Experiment4Metamer_ResponseGroup2.m,2,14,2,6,20,q,0,
0.74138,Experiment4Metamer_ResponseGroup2.m,2,20,1,13,20,q,0,
0.91521,Experiment4Metamer_ResponseGroup2.m,2,11,1,8,20,q,0,
0.7715,Experiment4Metamer_ResponseGroup2.m,2,20,1,5,20,q,0,
0.71488,Experiment4Metamer_ResponseGroup2.m,2,5,2,8,20,q,0,
0.8513,Experiment4Metamer_ResponseGroup2.m,1,3,2,11,19,p,0,
0.88926,Experiment4Metamer_ResponseGroup2.m,2,8,1,6,20,q,0,
0.93841,Experiment4Metamer_ResponseGroup2.m,1,16,2,15,19,p,0,
0.6708,Experiment4Metamer_ResponseGroup2.m,2,20,1,18,20,q,0,
0.83425,Experiment4Metamer_ResponseGroup2.m,2,1,1,7,20,q,0,
0.74545,Experiment4Metamer_ResponseGroup2.m,2,10,1,6,20,q,0,
