RT,expName,currWordCategory,currWordNumber,currImageCategory,currImageNumber,pressedKeyNum,pressedKeyName,error,
0.89098,Experiment4Metamer_ResponseGroup2.m,2,2,1,2,20,q,0,
0.71231,Experiment4Metamer_ResponseGroup2.m,2,1,2,2,20,q,0,
0.7714,Experiment4Metamer_ResponseGroup2.m,2,2,1,5,20,q,0,
0.75111,Experiment4Metamer_ResponseGroup2.m,2,2,1,4,20,q,0,
0.6553,Experiment4Metamer_ResponseGroup2.m,2,2,1,1,20,q,0,
0.77014,Experiment4Metamer_ResponseGroup2.m,2,3,2,3,20,q,0,
0.67732,Experiment4Metamer_ResponseGroup2.m,1,4,1,4,19,p,0,
0.73613,Experiment4Metamer_ResponseGroup2.m,1,1,2,5,19,p,0,
0.66497,Experiment4Metamer_ResponseGroup2.m,2,3,2,4,20,q,0,
0.63285,Experiment4Metamer_ResponseGroup2.m,2,3,1,1,20,q,0,
0.82026,Experiment4Metamer_ResponseGroup2.m,2,2,2,9,20,q,0,
0.6485,Experiment4Metamer_ResponseGroup2.m,2,2,2,17,20,q,0,
0.50033,Experiment4Metamer_ResponseGroup2.m,1,5,2,10,19,p,0,
0.72298,Experiment4Metamer_ResponseGroup2.m,2,14,1,2,20,q,0,
0.64739,Experiment4Metamer_ResponseGroup2.m,1,11,2,7,19,p,0,
0.76288,Experiment4Metamer_ResponseGroup2.m,2,15,2,2,20,q,0,
0.77765,Experiment4Metamer_ResponseGroup2.m,2,18,2,6,20,q,0,
0.82074,Experiment4Metamer_ResponseGroup2.m,2,4,1,13,20,q,0,
0.70415,Experiment4Metamer_ResponseGroup2.m,2,7,2,17,20,q,0,
0.63433,Experiment4Metamer_ResponseGroup2.m,2,17,1,16,20,q,0,
0.6975,Experiment4Metamer_ResponseGroup2.m,1,6,2,3,19,p,0,
0.70887,Experiment4Metamer_ResponseGroup2.m,2,9,1,17,20,q,0,
0.58061,Experiment4Metamer_ResponseGroup2.m,2,16,1,17,20,q,0,
0.74697,Experiment4Metamer_ResponseGroup2.m,2,5,2,11,20,q,0,
0.81493,Experiment4Metamer_ResponseGroup2.m,1,4,2,3,19,p,0,
0.70465,Experiment4Metamer_ResponseGroup2.m,2,3,2,6,20,q,0,
0.58125,Experiment4Metamer_ResponseGroup2.m,1,6,2,2,19,p,0,
0.68163,Experiment4Metamer_ResponseGroup2.m,2,7,1,9,20,q,0,
0.56153,Experiment4Metamer_ResponseGroup2.m,1,2,2,10,19,p,0,
0.6402,Experiment4Metamer_ResponseGroup2.m,2,3,2,16,20,q,0,
0.67485,Experiment4Metamer_ResponseGroup2.m,1,17,2,8,19,p,0,
0.61826,Experiment4Metamer_ResponseGroup2.m,2,15,1,14,20,q,0,
0.70161,Experiment4Metamer_ResponseGroup2.m,2,14,2,15,20,q,0,
0.62065,Experiment4Metamer_ResponseGroup2.m,1,3,2,12,19,p,0,
0.77215,Experiment4Metamer_ResponseGroup2.m,1,10,2,18,19,p,0,
0.65852,Experiment4Metamer_ResponseGroup2.m,2,3,2,13,20,q,0,
0.88391,Experiment4Metamer_ResponseGroup2.m,2,11,2,7,20,q,0,
0.98001,Experiment4Metamer_ResponseGroup2.m,2,8,1,13,20,q,0,
0.62257,Experiment4Metamer_ResponseGroup2.m,1,14,1,14,19,p,0,
0.6842,Experiment4Metamer_ResponseGroup2.m,1,2,2,12,19,p,0,
0.51893,Experiment4Metamer_ResponseGroup2.m,1,8,2,9,19,p,0,
0.56403,Experiment4Metamer_ResponseGroup2.m,2,4,2,2,20,q,0,
0.73932,Experiment4Metamer_ResponseGroup2.m,2,4,2,14,20,q,0,
0.63938,Experiment4Metamer_ResponseGroup2.m,2,7,2,11,20,q,0,
0.80704,Experiment4Metamer_ResponseGroup2.m,1,9,2,17,19,p,0,
0.51105,Experiment4Metamer_ResponseGroup2.m,1,5,1,18,19,p,0,
0.79896,Experiment4Metamer_ResponseGroup2.m,2,12,1,6,20,q,0,
0.69252,Experiment4Metamer_ResponseGroup2.m,2,3,1,6,20,q,0,
0.75567,Experiment4Metamer_ResponseGroup2.m,1,12,2,19,19,p,0,
0.65243,Experiment4Metamer_ResponseGroup2.m,2,13,2,6,20,q,0,
0.61004,Experiment4Metamer_ResponseGroup2.m,2,8,1,17,20,q,0,
0.70716,Experiment4Metamer_ResponseGroup2.m,2,6,1,10,20,q,0,
0.58207,Experiment4Metamer_ResponseGroup2.m,2,17,1,18,20,q,0,
0.65573,Experiment4Metamer_ResponseGroup2.m,2,5,1,14,20,q,0,
0.60896,Experiment4Metamer_ResponseGroup2.m,2,19,2,6,20,q,0,
0.59992,Experiment4Metamer_ResponseGroup2.m,2,11,2,10,20,q,0,
0.56543,Experiment4Metamer_ResponseGroup2.m,1,13,1,16,19,p,0,
0.70475,Experiment4Metamer_ResponseGroup2.m,1,9,1,12,19,p,0,
