RT,expName,currWordCategory,currWordNumber,currImageCategory,currImageNumber,pressedKeyNum,pressedKeyName,error,
1.9848,Experiment4Metamer_ResponseGroup2.m,1,5,1,5,19,p,0,
0.90632,Experiment4Metamer_ResponseGroup2.m,1,2,1,2,19,p,0,
0.74399,Experiment4Metamer_ResponseGroup2.m,1,5,2,2,19,p,0,
0.69889,Experiment4Metamer_ResponseGroup2.m,1,1,2,1,19,p,0,
0.6429,Experiment4Metamer_ResponseGroup2.m,2,1,1,5,20,q,0,
0.54993,Experiment4Metamer_ResponseGroup2.m,2,1,1,1,20,q,0,
0.66004,Experiment4Metamer_ResponseGroup2.m,2,2,2,3,20,q,0,
0.68203,Experiment4Metamer_ResponseGroup2.m,1,1,1,1,19,p,0,
0.60975,Experiment4Metamer_ResponseGroup2.m,2,2,2,1,19,p,1,
0.82499,Experiment4Metamer_ResponseGroup2.m,1,1,2,4,19,p,0,
0.67724,Experiment4Metamer_ResponseGroup2.m,1,2,2,13,19,p,0,
0.52561,Experiment4Metamer_ResponseGroup2.m,2,17,2,13,20,q,0,
0.45061,Experiment4Metamer_ResponseGroup2.m,2,14,2,11,19,p,1,
0.84895,Experiment4Metamer_ResponseGroup2.m,2,6,2,12,20,q,0,
0.54677,Experiment4Metamer_ResponseGroup2.m,2,7,2,5,20,q,0,
0.82566,Experiment4Metamer_ResponseGroup2.m,1,10,1,4,19,p,0,
0.59261,Experiment4Metamer_ResponseGroup2.m,1,2,1,4,19,p,0,
0.78352,Experiment4Metamer_ResponseGroup2.m,2,3,2,19,20,q,0,
0.99666,Experiment4Metamer_ResponseGroup2.m,2,12,1,19,20,q,0,
0.7277,Experiment4Metamer_ResponseGroup2.m,2,2,1,19,20,q,0,
0.915,Experiment4Metamer_ResponseGroup2.m,1,8,2,14,19,p,0,
0.67741,Experiment4Metamer_ResponseGroup2.m,2,12,2,1,20,q,0,
0.98794,Experiment4Metamer_ResponseGroup2.m,1,3,2,11,19,p,0,
0.73215,Experiment4Metamer_ResponseGroup2.m,2,3,1,8,20,q,0,
0.79083,Experiment4Metamer_ResponseGroup2.m,1,9,1,11,19,p,0,
0.5701,Experiment4Metamer_ResponseGroup2.m,2,19,2,2,20,q,0,
0.92892,Experiment4Metamer_ResponseGroup2.m,2,8,1,10,20,q,0,
0.78568,Experiment4Metamer_ResponseGroup2.m,1,13,1,6,19,p,0,
0.6015,Experiment4Metamer_ResponseGroup2.m,2,3,2,15,20,q,0,
0.70681,Experiment4Metamer_ResponseGroup2.m,1,11,2,6,19,p,0,
0.61118,Experiment4Metamer_ResponseGroup2.m,2,3,2,16,20,q,0,
0.63102,Experiment4Metamer_ResponseGroup2.m,2,6,1,4,20,q,0,
0.52983,Experiment4Metamer_ResponseGroup2.m,1,2,1,17,19,p,0,
0.62539,Experiment4Metamer_ResponseGroup2.m,1,13,1,9,19,p,0,
0.78163,Experiment4Metamer_ResponseGroup2.m,2,14,2,18,20,q,0,
0.59704,Experiment4Metamer_ResponseGroup2.m,2,8,1,6,20,q,0,
0.66119,Experiment4Metamer_ResponseGroup2.m,2,6,2,3,20,q,0,
0.79235,Experiment4Metamer_ResponseGroup2.m,2,10,2,10,20,q,0,
0.65547,Experiment4Metamer_ResponseGroup2.m,1,9,2,16,19,p,0,
0.64803,Experiment4Metamer_ResponseGroup2.m,1,20,1,3,20,q,1,
0.83912,Experiment4Metamer_ResponseGroup2.m,1,15,1,2,19,p,0,
0.94336,Experiment4Metamer_ResponseGroup2.m,2,2,1,10,20,q,0,
0.87628,Experiment4Metamer_ResponseGroup2.m,2,11,2,10,20,q,0,
0.69002,Experiment4Metamer_ResponseGroup2.m,1,1,2,3,19,p,0,
