RT,expName,currWordCategory,currWordNumber,currImageCategory,currImageNumber,pressedKeyNum,pressedKeyName,error,
888,Experiment4Metamer_ResponseGroup2.m,2,2,1,4,888,888,888,
0.78486,Experiment4Metamer_ResponseGroup2.m,1,1,1,4,19,p,0,
0.71059,Experiment4Metamer_ResponseGroup2.m,1,1,2,2,19,p,0,
0.58009,Experiment4Metamer_ResponseGroup2.m,1,5,1,5,19,p,0,
0.67175,Experiment4Metamer_ResponseGroup2.m,2,1,1,3,20,q,0,
0.60511,Experiment4Metamer_ResponseGroup2.m,2,2,2,5,20,q,0,
0.61391,Experiment4Metamer_ResponseGroup2.m,2,2,2,1,20,q,0,
0.71263,Experiment4Metamer_ResponseGroup2.m,1,4,1,2,19,p,0,
0.59736,Experiment4Metamer_ResponseGroup2.m,2,2,2,5,20,q,0,
0.6284,Experiment4Metamer_ResponseGroup2.m,2,3,2,3,20,q,0,
0.79805,Experiment4Metamer_ResponseGroup2.m,2,5,1,2,20,q,0,
0.71929,Experiment4Metamer_ResponseGroup2.m,1,20,2,5,19,p,0,
0.70783,Experiment4Metamer_ResponseGroup2.m,2,11,1,17,20,q,0,
0.70475,Experiment4Metamer_ResponseGroup2.m,1,10,2,6,19,p,0,
0.85453,Experiment4Metamer_ResponseGroup2.m,1,11,2,9,19,p,0,
0.66444,Experiment4Metamer_ResponseGroup2.m,2,15,2,7,20,q,0,
0.63333,Experiment4Metamer_ResponseGroup2.m,2,7,2,5,20,q,0,
0.69795,Experiment4Metamer_ResponseGroup2.m,1,9,1,3,19,p,0,
0.59512,Experiment4Metamer_ResponseGroup2.m,2,19,2,7,20,q,0,
0.63395,Experiment4Metamer_ResponseGroup2.m,1,8,1,17,19,p,0,
1.0649,Experiment4Metamer_ResponseGroup2.m,2,8,1,20,20,q,0,
0.58095,Experiment4Metamer_ResponseGroup2.m,1,10,1,12,19,p,0,
0.65084,Experiment4Metamer_ResponseGroup2.m,1,14,1,2,19,p,0,
0.67898,Experiment4Metamer_ResponseGroup2.m,2,4,1,18,19,p,1,
0.82019,Experiment4Metamer_ResponseGroup2.m,1,1,2,6,19,p,0,
0.75896,Experiment4Metamer_ResponseGroup2.m,2,4,1,4,20,q,0,
0.75563,Experiment4Metamer_ResponseGroup2.m,1,12,1,1,19,p,0,
0.90079,Experiment4Metamer_ResponseGroup2.m,1,4,1,7,19,p,0,
0.9199,Experiment4Metamer_ResponseGroup2.m,2,6,1,16,20,q,0,
0.70718,Experiment4Metamer_ResponseGroup2.m,2,4,1,6,20,q,0,
0.97064,Experiment4Metamer_ResponseGroup2.m,2,20,1,10,20,q,0,
0.69631,Experiment4Metamer_ResponseGroup2.m,1,11,2,5,19,p,0,
0.86936,Experiment4Metamer_ResponseGroup2.m,2,2,1,16,20,q,0,
0.75346,Experiment4Metamer_ResponseGroup2.m,2,12,1,2,20,q,0,
0.74132,Experiment4Metamer_ResponseGroup2.m,2,11,2,5,20,q,0,
0.76215,Experiment4Metamer_ResponseGroup2.m,2,8,2,19,20,q,0,
0.55842,Experiment4Metamer_ResponseGroup2.m,2,2,1,10,20,q,0,
0.81766,Experiment4Metamer_ResponseGroup2.m,2,16,2,8,20,q,0,
0.69014,Experiment4Metamer_ResponseGroup2.m,1,15,2,9,19,p,0,
0.81095,Experiment4Metamer_ResponseGroup2.m,1,19,1,6,19,p,0,
0.65265,Experiment4Metamer_ResponseGroup2.m,1,13,1,5,19,p,0,
0.67442,Experiment4Metamer_ResponseGroup2.m,1,13,1,6,19,p,0,
0.72597,Experiment4Metamer_ResponseGroup2.m,2,15,2,14,20,q,0,
0.78767,Experiment4Metamer_ResponseGroup2.m,2,18,2,19,19,p,1,
0.99192,Experiment4Metamer_ResponseGroup2.m,1,20,1,7,19,p,0,
0.91744,Experiment4Metamer_ResponseGroup2.m,2,13,2,10,20,q,0,
0.82788,Experiment4Metamer_ResponseGroup2.m,1,13,2,3,19,p,0,
0.76807,Experiment4Metamer_ResponseGroup2.m,1,2,2,18,19,p,0,
0.67466,Experiment4Metamer_ResponseGroup2.m,1,3,1,10,19,p,0,
1.3141,Experiment4Metamer_ResponseGroup2.m,2,12,1,9,20,q,0,
0.72693,Experiment4Metamer_ResponseGroup2.m,1,5,1,15,19,p,0,
0.93097,Experiment4Metamer_ResponseGroup2.m,1,11,1,10,19,p,0,
1.2703,Experiment4Metamer_ResponseGroup2.m,1,2,2,9,19,p,0,
0.63401,Experiment4Metamer_ResponseGroup2.m,1,5,2,2,19,p,0,
0.78033,Experiment4Metamer_ResponseGroup2.m,2,7,2,18,20,q,0,
0.84733,Experiment4Metamer_ResponseGroup2.m,2,6,2,3,20,q,0,
0.995,Experiment4Metamer_ResponseGroup2.m,1,11,1,15,19,p,0,
0.76951,Experiment4Metamer_ResponseGroup2.m,2,16,1,8,20,q,0,
0.8569,Experiment4Metamer_ResponseGroup2.m,1,4,1,17,19,p,0,
0.63965,Experiment4Metamer_ResponseGroup2.m,1,15,1,10,19,p,0,
0.67342,Experiment4Metamer_ResponseGroup2.m,2,3,2,12,20,q,0,
0.78759,Experiment4Metamer_ResponseGroup2.m,1,7,2,20,19,p,0,
0.82165,Experiment4Metamer_ResponseGroup2.m,1,16,2,1,19,p,0,
0.98519,Experiment4Metamer_ResponseGroup2.m,2,18,2,14,20,q,0,
0.74706,Experiment4Metamer_ResponseGroup2.m,1,18,1,9,19,p,0,
0.89569,Experiment4Metamer_ResponseGroup2.m,2,2,2,4,20,q,0,
0.64665,Experiment4Metamer_ResponseGroup2.m,1,16,1,10,19,p,0,
0.8744,Experiment4Metamer_ResponseGroup2.m,2,1,2,16,20,q,0,
0.68931,Experiment4Metamer_ResponseGroup2.m,1,11,1,19,19,p,0,
0.69936,Experiment4Metamer_ResponseGroup2.m,1,3,1,1,19,p,0,
0.71013,Experiment4Metamer_ResponseGroup2.m,1,1,1,8,19,p,0,
0.65659,Experiment4Metamer_ResponseGroup2.m,2,8,1,19,20,q,0,
0.59959,Experiment4Metamer_ResponseGroup2.m,1,18,2,18,19,p,0,
0.66064,Experiment4Metamer_ResponseGroup2.m,1,14,2,11,19,p,0,
0.62459,Experiment4Metamer_ResponseGroup2.m,2,8,2,6,20,q,0,
0.58852,Experiment4Metamer_ResponseGroup2.m,1,13,1,3,19,p,0,
0.73519,Experiment4Metamer_ResponseGroup2.m,2,7,1,3,20,q,0,
0.72826,Experiment4Metamer_ResponseGroup2.m,2,4,1,11,20,q,0,
0.65531,Experiment4Metamer_ResponseGroup2.m,2,4,1,12,20,q,0,
0.7083,Experiment4Metamer_ResponseGroup2.m,2,8,1,7,20,q,0,
1.0321,Experiment4Metamer_ResponseGroup2.m,2,5,1,7,20,q,0,
0.68553,Experiment4Metamer_ResponseGroup2.m,2,2,1,12,20,q,0,
0.65781,Experiment4Metamer_ResponseGroup2.m,1,1,1,12,19,p,0,
0.69271,Experiment4Metamer_ResponseGroup2.m,1,2,1,19,19,p,0,
0.61983,Experiment4Metamer_ResponseGroup2.m,2,6,1,8,20,q,0,
0.72917,Experiment4Metamer_ResponseGroup2.m,2,19,2,8,20,q,0,
0.62533,Experiment4Metamer_ResponseGroup2.m,2,19,2,7,20,q,0,
0.6459,Experiment4Metamer_ResponseGroup2.m,2,5,2,20,20,q,0,
0.56266,Experiment4Metamer_ResponseGroup2.m,1,9,1,15,19,p,0,
0.72624,Experiment4Metamer_ResponseGroup2.m,1,18,2,19,19,p,0,
0.9902,Experiment4Metamer_ResponseGroup2.m,2,6,1,5,20,q,0,
0.71443,Experiment4Metamer_ResponseGroup2.m,1,13,1,16,19,p,0,
