RT,expName,currWordCategory,currWordNumber,currImageCategory,currImageNumber,pressedKeyNum,pressedKeyName,error,
1.4457,Experiment4Metamer_ResponseGroup1.m,2,2,1,2,19,p,0,
0.97926,Experiment4Metamer_ResponseGroup1.m,2,1,2,2,19,p,0,
0.79386,Experiment4Metamer_ResponseGroup1.m,2,2,1,5,19,p,0,
0.73556,Experiment4Metamer_ResponseGroup1.m,2,2,1,4,19,p,0,
0.58642,Experiment4Metamer_ResponseGroup1.m,2,2,1,1,19,p,0,
0.97024,Experiment4Metamer_ResponseGroup1.m,2,3,2,3,19,p,0,
0.94465,Experiment4Metamer_ResponseGroup1.m,1,4,1,4,20,q,0,
1.1064,Experiment4Metamer_ResponseGroup1.m,1,1,2,5,20,q,0,
0.81152,Experiment4Metamer_ResponseGroup1.m,2,3,2,4,19,p,0,
0.81878,Experiment4Metamer_ResponseGroup1.m,2,3,1,1,19,p,0,
1.0777,Experiment4Metamer_ResponseGroup1.m,2,2,2,9,19,p,0,
0.79113,Experiment4Metamer_ResponseGroup1.m,2,2,2,17,19,p,0,
0.84557,Experiment4Metamer_ResponseGroup1.m,1,5,2,10,20,q,0,
0.80635,Experiment4Metamer_ResponseGroup1.m,2,14,1,2,19,p,0,
0.86838,Experiment4Metamer_ResponseGroup1.m,1,11,2,7,20,q,0,
1.1062,Experiment4Metamer_ResponseGroup1.m,2,15,2,2,19,p,0,
0.8647,Experiment4Metamer_ResponseGroup1.m,2,18,2,6,19,p,0,
0.90819,Experiment4Metamer_ResponseGroup1.m,2,4,1,13,19,p,0,
1.4999,Experiment4Metamer_ResponseGroup1.m,2,7,2,17,19,p,0,
0.96879,Experiment4Metamer_ResponseGroup1.m,2,17,1,16,19,p,0,
0.92928,Experiment4Metamer_ResponseGroup1.m,1,6,2,3,20,q,0,
0.87668,Experiment4Metamer_ResponseGroup1.m,2,9,1,17,19,p,0,
1.098,Experiment4Metamer_ResponseGroup1.m,2,16,1,17,19,p,0,
1.0799,Experiment4Metamer_ResponseGroup1.m,2,5,2,11,19,p,0,
0.82755,Experiment4Metamer_ResponseGroup1.m,1,4,2,3,20,q,0,
0.83401,Experiment4Metamer_ResponseGroup1.m,2,3,2,6,19,p,0,
1.1077,Experiment4Metamer_ResponseGroup1.m,1,6,2,2,20,q,0,
0.9018,Experiment4Metamer_ResponseGroup1.m,2,7,1,9,19,p,0,
0.85523,Experiment4Metamer_ResponseGroup1.m,1,2,2,10,20,q,0,
0.75772,Experiment4Metamer_ResponseGroup1.m,2,3,2,16,19,p,0,
0.77173,Experiment4Metamer_ResponseGroup1.m,1,17,2,8,20,q,0,
0.15695,Experiment4Metamer_ResponseGroup1.m,2,15,1,14,19,p,0,
0.811,Experiment4Metamer_ResponseGroup1.m,2,14,2,15,19,p,0,
0.579,Experiment4Metamer_ResponseGroup1.m,1,3,2,12,20,q,0,
1.1814,Experiment4Metamer_ResponseGroup1.m,1,10,2,18,20,q,0,
