RT,expName,currWordCategory,currWordNumber,currImageCategory,currImageNumber,pressedKeyNum,pressedKeyName,error,
888,Experiment4Metamer_ResponseGroup1.m,2,2,1,2,888,888,888,
0.92722,Experiment4Metamer_ResponseGroup1.m,2,1,2,2,19,p,0,
0.8589,Experiment4Metamer_ResponseGroup1.m,2,2,1,5,19,p,0,
0.64078,Experiment4Metamer_ResponseGroup1.m,2,2,1,4,19,p,0,
0.56925,Experiment4Metamer_ResponseGroup1.m,2,2,1,1,19,p,0,
0.83,Experiment4Metamer_ResponseGroup1.m,2,3,2,3,19,p,0,
0.83057,Experiment4Metamer_ResponseGroup1.m,1,4,1,4,20,q,0,
1.0653,Experiment4Metamer_ResponseGroup1.m,1,1,2,5,20,q,0,
0.59929,Experiment4Metamer_ResponseGroup1.m,2,3,2,4,19,p,0,
1.0613,Experiment4Metamer_ResponseGroup1.m,2,3,1,1,20,q,1,
0.77957,Experiment4Metamer_ResponseGroup1.m,2,2,2,9,19,p,0,
0.89391,Experiment4Metamer_ResponseGroup1.m,2,2,2,17,19,p,0,
888,Experiment4Metamer_ResponseGroup1.m,1,5,2,10,888,888,888,
0.96552,Experiment4Metamer_ResponseGroup1.m,2,14,1,2,19,p,0,
0.64065,Experiment4Metamer_ResponseGroup1.m,1,11,2,7,20,q,0,
0.83268,Experiment4Metamer_ResponseGroup1.m,2,15,2,2,19,p,0,
0.91013,Experiment4Metamer_ResponseGroup1.m,2,18,2,6,19,p,0,
0.90806,Experiment4Metamer_ResponseGroup1.m,2,4,1,13,19,p,0,
1.0149,Experiment4Metamer_ResponseGroup1.m,2,7,2,17,19,p,0,
0.61381,Experiment4Metamer_ResponseGroup1.m,2,17,1,16,19,p,0,
1.3044,Experiment4Metamer_ResponseGroup1.m,1,6,2,3,20,q,0,
0.85122,Experiment4Metamer_ResponseGroup1.m,2,9,1,17,19,p,0,
0.73894,Experiment4Metamer_ResponseGroup1.m,2,16,1,17,19,p,0,
0.8718,Experiment4Metamer_ResponseGroup1.m,2,5,2,11,19,p,0,
0.75157,Experiment4Metamer_ResponseGroup1.m,1,4,2,3,19,p,1,
0.77673,Experiment4Metamer_ResponseGroup1.m,2,3,2,6,19,p,0,
0.71165,Experiment4Metamer_ResponseGroup1.m,1,6,2,2,20,q,0,
0.79213,Experiment4Metamer_ResponseGroup1.m,2,7,1,9,19,p,0,
0.78952,Experiment4Metamer_ResponseGroup1.m,1,2,2,10,20,q,0,
0.84387,Experiment4Metamer_ResponseGroup1.m,2,3,2,16,19,p,0,
0.83752,Experiment4Metamer_ResponseGroup1.m,1,17,2,8,20,q,0,
0.72826,Experiment4Metamer_ResponseGroup1.m,2,15,1,14,19,p,0,
0.77167,Experiment4Metamer_ResponseGroup1.m,2,14,2,15,19,p,0,
0.72263,Experiment4Metamer_ResponseGroup1.m,1,3,2,12,20,q,0,
0.72234,Experiment4Metamer_ResponseGroup1.m,1,10,2,18,20,q,0,
0.72146,Experiment4Metamer_ResponseGroup1.m,2,3,2,13,19,p,0,
0.95751,Experiment4Metamer_ResponseGroup1.m,2,11,2,7,19,p,0,
0.86046,Experiment4Metamer_ResponseGroup1.m,2,8,1,13,19,p,0,
0.80623,Experiment4Metamer_ResponseGroup1.m,1,14,1,14,20,q,0,
0.77013,Experiment4Metamer_ResponseGroup1.m,1,2,2,12,20,q,0,
0.74404,Experiment4Metamer_ResponseGroup1.m,1,8,2,9,20,q,0,
0.92779,Experiment4Metamer_ResponseGroup1.m,2,4,2,2,19,p,0,
0.71479,Experiment4Metamer_ResponseGroup1.m,2,4,2,14,19,p,0,
0.61115,Experiment4Metamer_ResponseGroup1.m,2,7,2,11,19,p,0,
0.83582,Experiment4Metamer_ResponseGroup1.m,1,9,2,17,20,q,0,
0.72376,Experiment4Metamer_ResponseGroup1.m,1,5,1,18,20,q,0,
0.76354,Experiment4Metamer_ResponseGroup1.m,2,12,1,6,19,p,0,
0.79941,Experiment4Metamer_ResponseGroup1.m,2,3,1,6,19,p,0,
1.173,Experiment4Metamer_ResponseGroup1.m,1,12,2,19,20,q,0,
1.0196,Experiment4Metamer_ResponseGroup1.m,2,13,2,6,19,p,0,
1.1062,Experiment4Metamer_ResponseGroup1.m,2,8,1,17,19,p,0,
0.62133,Experiment4Metamer_ResponseGroup1.m,2,6,1,10,19,p,0,
0.65803,Experiment4Metamer_ResponseGroup1.m,2,17,1,18,19,p,0,
0.82234,Experiment4Metamer_ResponseGroup1.m,2,5,1,14,19,p,0,
0.77562,Experiment4Metamer_ResponseGroup1.m,2,19,2,6,19,p,0,
0.97486,Experiment4Metamer_ResponseGroup1.m,2,11,2,10,19,p,0,
0.93738,Experiment4Metamer_ResponseGroup1.m,1,13,1,16,20,q,0,
0.82876,Experiment4Metamer_ResponseGroup1.m,1,9,1,12,20,q,0,
0.69971,Experiment4Metamer_ResponseGroup1.m,2,9,2,1,19,p,0,
0.96716,Experiment4Metamer_ResponseGroup1.m,1,8,1,3,20,q,0,
0.73293,Experiment4Metamer_ResponseGroup1.m,1,13,2,9,20,q,0,
1.2437,Experiment4Metamer_ResponseGroup1.m,2,10,2,8,19,p,0,
0.79294,Experiment4Metamer_ResponseGroup1.m,2,2,1,8,19,p,0,
0.67342,Experiment4Metamer_ResponseGroup1.m,1,13,1,8,20,q,0,
0.75815,Experiment4Metamer_ResponseGroup1.m,2,16,1,13,19,p,0,
1.2547,Experiment4Metamer_ResponseGroup1.m,2,2,2,1,19,p,0,
0.79418,Experiment4Metamer_ResponseGroup1.m,2,18,2,20,19,p,0,
0.83516,Experiment4Metamer_ResponseGroup1.m,1,13,2,6,20,q,0,
0.83355,Experiment4Metamer_ResponseGroup1.m,2,14,1,2,19,p,0,
1.0944,Experiment4Metamer_ResponseGroup1.m,1,6,1,19,20,q,0,
0.77722,Experiment4Metamer_ResponseGroup1.m,2,8,1,8,19,p,0,
1.0272,Experiment4Metamer_ResponseGroup1.m,1,6,2,14,20,q,0,
0.92434,Experiment4Metamer_ResponseGroup1.m,1,12,2,12,20,q,0,
0.67818,Experiment4Metamer_ResponseGroup1.m,2,7,2,11,19,p,0,
0.90284,Experiment4Metamer_ResponseGroup1.m,1,10,2,4,20,q,0,
0.91703,Experiment4Metamer_ResponseGroup1.m,1,9,1,18,20,q,0,
0.75501,Experiment4Metamer_ResponseGroup1.m,1,20,2,16,20,q,0,
0.90936,Experiment4Metamer_ResponseGroup1.m,2,6,2,7,19,p,0,
0.81885,Experiment4Metamer_ResponseGroup1.m,2,19,1,9,19,p,0,
0.75641,Experiment4Metamer_ResponseGroup1.m,2,7,1,13,19,p,0,
0.78136,Experiment4Metamer_ResponseGroup1.m,1,9,1,7,20,q,0,
