RT,expName,currWordCategory,currWordNumber,currImageCategory,currImageNumber,pressedKeyNum,pressedKeyName,error,
0.13041,Experiment4Metamer_ResponseGroup2.m,1,5,1,5,20,q,1,
1.3367,Experiment4Metamer_ResponseGroup2.m,1,2,1,2,19,p,0,
0.86477,Experiment4Metamer_ResponseGroup2.m,1,5,2,2,20,q,1,
1.2406,Experiment4Metamer_ResponseGroup2.m,1,1,2,1,19,p,0,
0.79191,Experiment4Metamer_ResponseGroup2.m,2,1,1,5,20,q,0,
0.60983,Experiment4Metamer_ResponseGroup2.m,2,1,1,1,20,q,0,
0.82972,Experiment4Metamer_ResponseGroup2.m,2,2,2,3,20,q,0,
0.59555,Experiment4Metamer_ResponseGroup2.m,1,1,1,1,19,p,0,
0.54697,Experiment4Metamer_ResponseGroup2.m,2,2,2,1,20,q,0,
0.64398,Experiment4Metamer_ResponseGroup2.m,1,1,2,4,19,p,0,
0.80219,Experiment4Metamer_ResponseGroup2.m,1,2,2,13,19,p,0,
0.69735,Experiment4Metamer_ResponseGroup2.m,2,17,2,13,20,q,0,
0.81178,Experiment4Metamer_ResponseGroup2.m,2,14,2,11,20,q,0,
0.73852,Experiment4Metamer_ResponseGroup2.m,2,6,2,12,20,q,0,
0.73632,Experiment4Metamer_ResponseGroup2.m,2,7,2,5,20,q,0,
0.51137,Experiment4Metamer_ResponseGroup2.m,1,10,1,4,19,p,0,
0.63908,Experiment4Metamer_ResponseGroup2.m,1,2,1,4,19,p,0,
0.71884,Experiment4Metamer_ResponseGroup2.m,2,3,2,19,20,q,0,
0.7432,Experiment4Metamer_ResponseGroup2.m,2,12,1,19,20,q,0,
0.80036,Experiment4Metamer_ResponseGroup2.m,2,2,1,19,20,q,0,
0.64679,Experiment4Metamer_ResponseGroup2.m,1,8,2,14,20,q,1,
0.67381,Experiment4Metamer_ResponseGroup2.m,2,12,2,1,20,q,0,
0.75679,Experiment4Metamer_ResponseGroup2.m,1,3,2,11,19,p,0,
0.67143,Experiment4Metamer_ResponseGroup2.m,2,3,1,8,20,q,0,
0.69732,Experiment4Metamer_ResponseGroup2.m,1,9,1,11,19,p,0,
0.59366,Experiment4Metamer_ResponseGroup2.m,2,19,2,2,20,q,0,
0.64085,Experiment4Metamer_ResponseGroup2.m,2,8,1,10,20,q,0,
0.67313,Experiment4Metamer_ResponseGroup2.m,1,13,1,6,19,p,0,
0.58663,Experiment4Metamer_ResponseGroup2.m,2,3,2,15,20,q,0,
0.73081,Experiment4Metamer_ResponseGroup2.m,1,11,2,6,19,p,0,
0.67433,Experiment4Metamer_ResponseGroup2.m,2,3,2,16,20,q,0,
0.71506,Experiment4Metamer_ResponseGroup2.m,2,6,1,4,20,q,0,
0.6579,Experiment4Metamer_ResponseGroup2.m,1,2,1,17,19,p,0,
0.57088,Experiment4Metamer_ResponseGroup2.m,1,13,1,9,19,p,0,
0.67835,Experiment4Metamer_ResponseGroup2.m,2,14,2,18,20,q,0,
0.69557,Experiment4Metamer_ResponseGroup2.m,2,8,1,6,20,q,0,
0.57386,Experiment4Metamer_ResponseGroup2.m,2,6,2,3,20,q,0,
0.70482,Experiment4Metamer_ResponseGroup2.m,2,10,2,10,20,q,0,
0.73687,Experiment4Metamer_ResponseGroup2.m,1,9,2,16,19,p,0,
0.66978,Experiment4Metamer_ResponseGroup2.m,1,20,1,3,19,p,0,
0.74557,Experiment4Metamer_ResponseGroup2.m,1,15,1,2,19,p,0,
0.70387,Experiment4Metamer_ResponseGroup2.m,2,2,1,10,20,q,0,
0.68496,Experiment4Metamer_ResponseGroup2.m,2,11,2,10,20,q,0,
0.66925,Experiment4Metamer_ResponseGroup2.m,1,1,2,3,19,p,0,
0.63718,Experiment4Metamer_ResponseGroup2.m,2,11,2,16,20,q,0,
0.68249,Experiment4Metamer_ResponseGroup2.m,2,19,2,3,20,q,0,
0.67076,Experiment4Metamer_ResponseGroup2.m,1,12,2,17,19,p,0,
0.68038,Experiment4Metamer_ResponseGroup2.m,2,16,2,10,20,q,0,
0.63558,Experiment4Metamer_ResponseGroup2.m,1,17,1,8,19,p,0,
0.73921,Experiment4Metamer_ResponseGroup2.m,2,13,2,20,20,q,0,
0.61859,Experiment4Metamer_ResponseGroup2.m,1,8,2,17,19,p,0,
0.58021,Experiment4Metamer_ResponseGroup2.m,2,3,2,8,20,q,0,
0.71092,Experiment4Metamer_ResponseGroup2.m,2,17,2,12,20,q,0,
0.56126,Experiment4Metamer_ResponseGroup2.m,1,19,2,1,19,p,0,
0.71149,Experiment4Metamer_ResponseGroup2.m,2,1,2,8,20,q,0,
0.6811,Experiment4Metamer_ResponseGroup2.m,2,1,2,6,20,q,0,
0.60442,Experiment4Metamer_ResponseGroup2.m,2,13,2,19,20,q,0,
0.63802,Experiment4Metamer_ResponseGroup2.m,2,5,1,13,20,q,0,
0.61545,Experiment4Metamer_ResponseGroup2.m,1,17,2,1,19,p,0,
0.8492,Experiment4Metamer_ResponseGroup2.m,1,16,1,2,19,p,0,
0.6279,Experiment4Metamer_ResponseGroup2.m,1,5,2,17,19,p,0,
0.79811,Experiment4Metamer_ResponseGroup2.m,2,8,1,9,20,q,0,
0.58564,Experiment4Metamer_ResponseGroup2.m,1,16,1,2,19,p,0,
0.58424,Experiment4Metamer_ResponseGroup2.m,1,11,2,7,19,p,0,
0.76238,Experiment4Metamer_ResponseGroup2.m,2,12,2,5,20,q,0,
0.61713,Experiment4Metamer_ResponseGroup2.m,1,20,1,10,19,p,0,
0.63852,Experiment4Metamer_ResponseGroup2.m,2,3,1,4,20,q,0,
0.52323,Experiment4Metamer_ResponseGroup2.m,1,17,2,11,19,p,0,
0.64711,Experiment4Metamer_ResponseGroup2.m,2,15,2,8,20,q,0,
0.63821,Experiment4Metamer_ResponseGroup2.m,1,5,1,18,19,p,0,
0.88689,Experiment4Metamer_ResponseGroup2.m,2,4,1,10,20,q,0,
0.61014,Experiment4Metamer_ResponseGroup2.m,2,1,1,17,20,q,0,
0.67763,Experiment4Metamer_ResponseGroup2.m,2,5,2,20,20,q,0,
0.6924,Experiment4Metamer_ResponseGroup2.m,1,2,2,9,19,p,0,
0.76103,Experiment4Metamer_ResponseGroup2.m,2,18,1,19,20,q,0,
0.6496,Experiment4Metamer_ResponseGroup2.m,2,13,1,14,20,q,0,
0.65169,Experiment4Metamer_ResponseGroup2.m,1,17,1,7,19,p,0,
0.68659,Experiment4Metamer_ResponseGroup2.m,2,20,1,2,20,q,0,
0.73473,Experiment4Metamer_ResponseGroup2.m,2,9,1,14,20,q,0,
0.73872,Experiment4Metamer_ResponseGroup2.m,2,15,2,19,20,q,0,
0.54622,Experiment4Metamer_ResponseGroup2.m,2,5,2,17,20,q,0,
0.77194,Experiment4Metamer_ResponseGroup2.m,2,7,1,1,20,q,0,
0.58489,Experiment4Metamer_ResponseGroup2.m,1,15,1,10,19,p,0,
0.62058,Experiment4Metamer_ResponseGroup2.m,2,17,2,4,20,q,0,
0.60964,Experiment4Metamer_ResponseGroup2.m,1,20,1,2,19,p,0,
0.65873,Experiment4Metamer_ResponseGroup2.m,2,14,2,20,19,p,1,
0.69325,Experiment4Metamer_ResponseGroup2.m,2,20,2,14,20,q,0,
0.7293,Experiment4Metamer_ResponseGroup2.m,1,6,2,9,19,p,0,
0.76852,Experiment4Metamer_ResponseGroup2.m,1,2,2,8,19,p,0,
0.66024,Experiment4Metamer_ResponseGroup2.m,2,16,1,17,20,q,0,
0.63716,Experiment4Metamer_ResponseGroup2.m,1,1,1,13,19,p,0,
0.6409,Experiment4Metamer_ResponseGroup2.m,2,2,1,4,20,q,0,
0.67817,Experiment4Metamer_ResponseGroup2.m,2,15,2,15,20,q,0,
0.69442,Experiment4Metamer_ResponseGroup2.m,2,15,2,14,20,q,0,
0.75052,Experiment4Metamer_ResponseGroup2.m,2,8,2,10,20,q,0,
0.76669,Experiment4Metamer_ResponseGroup2.m,1,12,1,18,19,p,0,
0.57903,Experiment4Metamer_ResponseGroup2.m,1,18,2,18,20,q,1,
0.58248,Experiment4Metamer_ResponseGroup2.m,1,12,1,16,19,p,0,
0.78468,Experiment4Metamer_ResponseGroup2.m,2,19,2,9,20,q,0,
0.61782,Experiment4Metamer_ResponseGroup2.m,2,19,2,16,20,q,0,
0.71569,Experiment4Metamer_ResponseGroup2.m,1,14,2,7,19,p,0,
0.71817,Experiment4Metamer_ResponseGroup2.m,2,20,2,6,20,q,0,
0.90498,Experiment4Metamer_ResponseGroup2.m,1,16,1,13,19,p,0,
0.78759,Experiment4Metamer_ResponseGroup2.m,2,18,1,3,20,q,0,
0.75011,Experiment4Metamer_ResponseGroup2.m,2,6,1,20,20,q,0,
0.69441,Experiment4Metamer_ResponseGroup2.m,1,15,2,6,19,p,0,
0.67789,Experiment4Metamer_ResponseGroup2.m,1,14,1,14,19,p,0,
0.72527,Experiment4Metamer_ResponseGroup2.m,1,15,2,7,19,p,0,
0.87476,Experiment4Metamer_ResponseGroup2.m,2,9,1,4,20,q,0,
0.57712,Experiment4Metamer_ResponseGroup2.m,1,8,2,5,19,p,0,
0.70874,Experiment4Metamer_ResponseGroup2.m,2,14,2,14,20,q,0,
0.64964,Experiment4Metamer_ResponseGroup2.m,2,2,1,4,20,q,0,
0.66584,Experiment4Metamer_ResponseGroup2.m,1,11,1,15,19,p,0,
0.65403,Experiment4Metamer_ResponseGroup2.m,2,12,1,10,20,q,0,
0.61814,Experiment4Metamer_ResponseGroup2.m,1,10,1,8,19,p,0,
0.85321,Experiment4Metamer_ResponseGroup2.m,1,8,1,1,19,p,0,
0.80898,Experiment4Metamer_ResponseGroup2.m,1,6,2,16,19,p,0,
0.64143,Experiment4Metamer_ResponseGroup2.m,1,11,1,10,19,p,0,
0.74501,Experiment4Metamer_ResponseGroup2.m,2,14,1,20,20,q,0,
0.59484,Experiment4Metamer_ResponseGroup2.m,1,12,2,14,19,p,0,
0.89105,Experiment4Metamer_ResponseGroup2.m,2,10,2,13,20,q,0,
0.75317,Experiment4Metamer_ResponseGroup2.m,1,19,1,7,19,p,0,
0.68869,Experiment4Metamer_ResponseGroup2.m,1,10,2,18,19,p,0,
0.71454,Experiment4Metamer_ResponseGroup2.m,2,2,1,16,20,q,0,
0.67818,Experiment4Metamer_ResponseGroup2.m,1,14,1,12,19,p,0,
0.92698,Experiment4Metamer_ResponseGroup2.m,1,9,2,19,19,p,0,
0.6826,Experiment4Metamer_ResponseGroup2.m,2,19,1,6,20,q,0,
0.83655,Experiment4Metamer_ResponseGroup2.m,1,16,2,10,19,p,0,
0.64705,Experiment4Metamer_ResponseGroup2.m,1,3,1,12,19,p,0,
0.57184,Experiment4Metamer_ResponseGroup2.m,1,11,1,14,19,p,0,
0.8139,Experiment4Metamer_ResponseGroup2.m,2,14,2,17,20,q,0,
0.61157,Experiment4Metamer_ResponseGroup2.m,1,8,1,13,19,p,0,
0.65473,Experiment4Metamer_ResponseGroup2.m,2,9,1,14,19,p,1,
0.65691,Experiment4Metamer_ResponseGroup2.m,1,8,1,20,19,p,0,
0.7732,Experiment4Metamer_ResponseGroup2.m,2,6,1,20,20,q,0,
0.71988,Experiment4Metamer_ResponseGroup2.m,2,16,2,10,20,q,0,
0.66038,Experiment4Metamer_ResponseGroup2.m,1,4,1,5,19,p,0,
0.7179,Experiment4Metamer_ResponseGroup2.m,1,19,2,7,19,p,0,
0.7752,Experiment4Metamer_ResponseGroup2.m,2,6,1,13,20,q,0,
0.70896,Experiment4Metamer_ResponseGroup2.m,1,9,1,2,19,p,0,
0.93381,Experiment4Metamer_ResponseGroup2.m,2,13,2,20,20,q,0,
0.75916,Experiment4Metamer_ResponseGroup2.m,1,18,2,3,19,p,0,
0.62239,Experiment4Metamer_ResponseGroup2.m,1,19,1,10,19,p,0,
0.74244,Experiment4Metamer_ResponseGroup2.m,2,1,1,19,20,q,0,
0.77254,Experiment4Metamer_ResponseGroup2.m,2,7,1,15,20,q,0,
0.63212,Experiment4Metamer_ResponseGroup2.m,1,5,2,11,19,p,0,
0.6474,Experiment4Metamer_ResponseGroup2.m,1,15,1,15,19,p,0,
0.59453,Experiment4Metamer_ResponseGroup2.m,1,14,1,15,19,p,0,
0.76471,Experiment4Metamer_ResponseGroup2.m,2,16,1,15,20,q,0,
0.78773,Experiment4Metamer_ResponseGroup2.m,2,11,2,14,20,q,0,
0.72648,Experiment4Metamer_ResponseGroup2.m,1,9,2,9,19,p,0,
0.65988,Experiment4Metamer_ResponseGroup2.m,1,19,1,14,19,p,0,
0.65005,Experiment4Metamer_ResponseGroup2.m,1,20,2,4,19,p,0,
0.887,Experiment4Metamer_ResponseGroup2.m,2,14,1,3,20,q,0,
0.89183,Experiment4Metamer_ResponseGroup2.m,2,20,1,2,20,q,0,
0.73864,Experiment4Metamer_ResponseGroup2.m,1,7,2,3,19,p,0,
0.73355,Experiment4Metamer_ResponseGroup2.m,2,8,2,17,20,q,0,
0.70949,Experiment4Metamer_ResponseGroup2.m,2,12,2,13,20,q,0,
0.63725,Experiment4Metamer_ResponseGroup2.m,1,10,2,18,19,p,0,
0.72551,Experiment4Metamer_ResponseGroup2.m,2,11,2,9,20,q,0,
0.6377,Experiment4Metamer_ResponseGroup2.m,2,13,1,1,20,q,0,
0.6247,Experiment4Metamer_ResponseGroup2.m,2,14,1,17,20,q,0,
0.63284,Experiment4Metamer_ResponseGroup2.m,1,20,2,18,19,p,0,
0.77653,Experiment4Metamer_ResponseGroup2.m,1,12,1,19,19,p,0,
0.76472,Experiment4Metamer_ResponseGroup2.m,2,10,2,16,20,q,0,
0.76842,Experiment4Metamer_ResponseGroup2.m,1,20,1,20,19,p,0,
0.62898,Experiment4Metamer_ResponseGroup2.m,1,13,1,16,19,p,0,
0.61872,Experiment4Metamer_ResponseGroup2.m,2,2,1,18,20,q,0,
0.66604,Experiment4Metamer_ResponseGroup2.m,1,8,2,11,19,p,0,
0.66835,Experiment4Metamer_ResponseGroup2.m,1,14,1,16,19,p,0,
0.84907,Experiment4Metamer_ResponseGroup2.m,2,12,1,5,20,q,0,
1.1797,Experiment4Metamer_ResponseGroup2.m,1,16,1,18,19,p,0,
0.68269,Experiment4Metamer_ResponseGroup2.m,1,14,1,18,19,p,0,
0.65457,Experiment4Metamer_ResponseGroup2.m,1,6,2,13,19,p,0,
0.6766,Experiment4Metamer_ResponseGroup2.m,1,20,1,19,19,p,0,
0.54159,Experiment4Metamer_ResponseGroup2.m,1,8,2,7,19,p,0,
0.67024,Experiment4Metamer_ResponseGroup2.m,2,15,1,16,20,q,0,
0.61407,Experiment4Metamer_ResponseGroup2.m,2,10,1,18,19,p,1,
0.83854,Experiment4Metamer_ResponseGroup2.m,1,9,2,1,19,p,0,
0.85083,Experiment4Metamer_ResponseGroup2.m,2,12,2,7,20,q,0,
0.60136,Experiment4Metamer_ResponseGroup2.m,1,3,2,14,19,p,0,
0.71847,Experiment4Metamer_ResponseGroup2.m,2,11,1,6,20,q,0,
0.68056,Experiment4Metamer_ResponseGroup2.m,2,3,1,16,20,q,0,
0.69514,Experiment4Metamer_ResponseGroup2.m,2,6,2,6,20,q,0,
0.92169,Experiment4Metamer_ResponseGroup2.m,2,9,2,18,20,q,0,
0.72953,Experiment4Metamer_ResponseGroup2.m,1,8,1,7,19,p,0,
0.73689,Experiment4Metamer_ResponseGroup2.m,2,9,1,20,20,q,0,
0.66549,Experiment4Metamer_ResponseGroup2.m,2,15,1,13,20,q,0,
0.73543,Experiment4Metamer_ResponseGroup2.m,1,4,1,9,19,p,0,
0.68598,Experiment4Metamer_ResponseGroup2.m,2,1,1,2,20,q,0,
0.67691,Experiment4Metamer_ResponseGroup2.m,1,15,2,7,19,p,0,
0.63931,Experiment4Metamer_ResponseGroup2.m,1,1,2,2,19,p,0,
0.58245,Experiment4Metamer_ResponseGroup2.m,1,20,2,19,19,p,0,
0.80374,Experiment4Metamer_ResponseGroup2.m,1,7,2,10,19,p,0,
0.63541,Experiment4Metamer_ResponseGroup2.m,1,12,1,16,19,p,0,
0.76326,Experiment4Metamer_ResponseGroup2.m,2,13,1,3,20,q,0,
0.663,Experiment4Metamer_ResponseGroup2.m,1,5,1,6,19,p,0,
0.71052,Experiment4Metamer_ResponseGroup2.m,1,11,1,20,19,p,0,
0.64057,Experiment4Metamer_ResponseGroup2.m,2,10,1,13,20,q,0,
0.74141,Experiment4Metamer_ResponseGroup2.m,2,3,1,8,20,q,0,
0.69943,Experiment4Metamer_ResponseGroup2.m,2,16,1,9,20,q,0,
0.78643,Experiment4Metamer_ResponseGroup2.m,1,15,1,16,19,p,0,
0.68626,Experiment4Metamer_ResponseGroup2.m,2,15,2,6,20,q,0,
0.76591,Experiment4Metamer_ResponseGroup2.m,1,17,1,20,19,p,0,
0.67994,Experiment4Metamer_ResponseGroup2.m,1,18,1,10,19,p,0,
0.6581,Experiment4Metamer_ResponseGroup2.m,1,13,1,7,19,p,0,
0.59524,Experiment4Metamer_ResponseGroup2.m,1,13,2,8,19,p,0,
0.60271,Experiment4Metamer_ResponseGroup2.m,1,5,1,20,19,p,0,
0.56211,Experiment4Metamer_ResponseGroup2.m,1,7,2,3,19,p,0,
0.63631,Experiment4Metamer_ResponseGroup2.m,1,6,2,15,19,p,0,
0.60052,Experiment4Metamer_ResponseGroup2.m,1,20,2,5,19,p,0,
0.7799,Experiment4Metamer_ResponseGroup2.m,1,16,2,4,19,p,0,
0.66562,Experiment4Metamer_ResponseGroup2.m,1,1,1,20,19,p,0,
0.56431,Experiment4Metamer_ResponseGroup2.m,1,15,2,10,19,p,0,
0.76895,Experiment4Metamer_ResponseGroup2.m,2,20,2,7,20,q,0,
0.74852,Experiment4Metamer_ResponseGroup2.m,2,16,2,5,20,q,0,
0.56991,Experiment4Metamer_ResponseGroup2.m,1,15,2,20,19,p,0,
0.65992,Experiment4Metamer_ResponseGroup2.m,2,3,1,5,20,q,0,
0.61099,Experiment4Metamer_ResponseGroup2.m,1,12,1,15,19,p,0,
0.72442,Experiment4Metamer_ResponseGroup2.m,1,8,2,17,19,p,0,
0.82676,Experiment4Metamer_ResponseGroup2.m,2,19,1,17,20,q,0,
0.64573,Experiment4Metamer_ResponseGroup2.m,1,13,2,12,19,p,0,
0.57084,Experiment4Metamer_ResponseGroup2.m,1,12,1,16,19,p,0,
0.63165,Experiment4Metamer_ResponseGroup2.m,2,17,1,19,20,q,0,
