RT,expName,currWordCategory,currWordNumber,currImageCategory,currImageNumber,pressedKeyNum,pressedKeyName,error,
0.8642,Experiment4Metamer_ResponseGroup1.m,2,2,1,3,19,p,0,
0.77933,Experiment4Metamer_ResponseGroup1.m,2,2,2,3,19,p,0,
0.63555,Experiment4Metamer_ResponseGroup1.m,1,3,1,2,19,p,1,
0.8129,Experiment4Metamer_ResponseGroup1.m,1,4,2,4,20,q,0,
0.74196,Experiment4Metamer_ResponseGroup1.m,1,5,1,1,20,q,0,
0.68396,Experiment4Metamer_ResponseGroup1.m,1,5,2,1,20,q,0,
0.66218,Experiment4Metamer_ResponseGroup1.m,1,4,2,3,20,q,0,
0.76436,Experiment4Metamer_ResponseGroup1.m,2,3,2,2,19,p,0,
0.71041,Experiment4Metamer_ResponseGroup1.m,2,2,2,4,19,p,0,
0.80796,Experiment4Metamer_ResponseGroup1.m,1,2,1,5,20,q,0,
0.74966,Experiment4Metamer_ResponseGroup1.m,2,5,1,1,19,p,0,
0.86642,Experiment4Metamer_ResponseGroup1.m,2,2,1,14,19,p,0,
0.69054,Experiment4Metamer_ResponseGroup1.m,1,6,1,2,20,q,0,
0.75591,Experiment4Metamer_ResponseGroup1.m,2,10,2,18,19,p,0,
1.2867,Experiment4Metamer_ResponseGroup1.m,1,12,1,18,20,q,0,
0.70954,Experiment4Metamer_ResponseGroup1.m,1,3,2,4,20,q,0,
0.77432,Experiment4Metamer_ResponseGroup1.m,2,20,1,6,19,p,0,
0.84776,Experiment4Metamer_ResponseGroup1.m,2,6,1,11,19,p,0,
0.72473,Experiment4Metamer_ResponseGroup1.m,2,18,2,20,19,p,0,
0.83063,Experiment4Metamer_ResponseGroup1.m,1,14,2,14,20,q,0,
0.7044,Experiment4Metamer_ResponseGroup1.m,1,19,1,1,20,q,0,
0.89889,Experiment4Metamer_ResponseGroup1.m,2,9,1,2,19,p,0,
0.70211,Experiment4Metamer_ResponseGroup1.m,1,20,2,4,20,q,0,
0.81047,Experiment4Metamer_ResponseGroup1.m,2,19,2,11,19,p,0,
